quib en com encee	--|-⌫-|---⌫---||
me ns cors e shalc é	--⌫-|---|-⌫-----⌫-|
sicomdeuloutconuenancé	-|--|--||--|----------|
fuc estepa rolea ccomp lie	-|-⌫---|--⌫---|-⌫-----⌫--|
e t le ditenlaprop hecie	-⌫|-|--|-|-|----⌫----|
quanti es uc rist fucor oné	----|-⌫--⌫|-⌫---|-|---⌫---|
eenla uraiecroizpené	|-|-|----|----|----|
la g ra ntegresce sign efie	-|-⌫--⌫-|------|----⌫---|
dont cestebeste estra empl ie	---|----|----|--|--⌫----⌫-|
ceoqueoncne	--|--|--|-|
porentsa ueir	-----|--⌫---|
lespoestezdelcelporu eir	--|------|--|--|--|-⌫--|
th ronenedominacio n	--⌫---|-|---------⌫|
loeuredelincar nation	|----|-||-----⌫-----|
o n ques nen sout ueie nesente	-⌫-⌫---||-|---|---|-|----|
lidiablesquigranten tente	-|------|--|----|--⌫----|
mis tals aueir et sotilla	---⌫|-|-⌫----|-|------|
ainznesoutcomentceo ala	---|-|---|-----|--|--|
multfistdeugrant humilite	---|---|--|----|-------|
quantpornos p ri sth umanite	----|--|--|-⌫--⌫-|-⌫------|
sicomi lmei smes ledit	-|--|-⌫|---⌫---|-|--|
enleua ngile	-||---⌫----|
ou est escrit	-|--|-----|
demeiceodis td eus	-|--|--|---⌫|-⌫--|
uos iciueez	--|--|---|
comeieo suisuef	---|--|--|---|
hoembledequ oer nemiees tolz	------|-|--⌫--|-|--|--⌫---|
su lparla uolentedel	--⌫|--|-|------|--|
pas sadeuspar lauirgneme re	---⌫-|---|--|-|-----|--⌫-|
et l ap arol efuchar	-|-⌫|-⌫----⌫|-|---|
que uirginite nioutfraite	--|--------|||--|-----|
e habitae nnos	|-----|-⌫|--|
si q uesagrantg loir euei smes	-|-⌫-|-|----|-⌫----⌫|---⌫---|
come del ueraiengendré	---|--|----|--------|
plein deg raceede u er it e	----|-|-⌫---||-|-⌫--⌫--⌫|
un ebe ste est	--⌫|--⌫--|--|
quianonbeure	--||--|----|
grei gnord e leure	----⌫---|-⌫|----|
multsu eueedurementsage	---|--⌫--||-------|---|
nestpas priuee	|--|--|-----|
ein z e stsaluage	---⌫|-⌫-|------|
sifetlemde sesgenitaires	-|--|--|-|--|---------|
mesc inesaplusorsafaires	----⌫---||------|------|
qua nt de ue neorest chacé	---⌫-|-|--⌫---|--|-----|
e d esi pr es enchalcé	|-⌫|-|--⌫-|--------|
ueitquilnepo e t esch aper	---|-|-|-|--⌫-⌫|----⌫---|
donc se hastedetostcolper	---|-|----|-|---|-----|
ices membre sto ta	---|------⌫|--⌫||
en te lg uise raient soncors	-|--⌫|-⌫---|-----|--|---|
tan tliad eudone ́ degra ce	---⌫|-||-⌫-|----⌫|-|---⌫-|
q uebe nse tporquei lem	-⌫-|--⌫|--⌫|--|---|--|
iss i s e raie ntch e remen t	---⌫|-⌫|----⌫-|--⌫-⌫-----⌫|
parsesmembresdemeinem ent	--|--|------|--------⌫--|
deuan tleuene o rle sla isse	-----⌫|-|----⌫-⌫|--⌫|--⌫---|
eliueneresnes eslai sse	|-|------|-||-----⌫--|
ne uent auantain zle guerp is t	-|---|----|---⌫|-|-----⌫--⌫|
doncceoquei lq uist	---|--|--|-⌫|-⌫---|
entelgui se r ai en tsauie	-|--|---⌫-|-⌫--⌫--⌫|-|--|
e soncorsparlun ep artie	|--|---|--||--⌫|-⌫----|
esi a ltre feizau eneit	|-|-⌫---|---|--⌫----|
queil re fuste nteld estreit	--|-|--⌫---|-⌫|--|-⌫------|
e t queue neor lechacast	-⌫|--|--⌫---|-|------|
quesesme mb resi espe rast	--|--|--⌫--⌫--||----⌫---|
q uant ue ndreit al es treitbosoing	-⌫---|--⌫-----|||--⌫----|------|
qu il neporreitfuirplus	-|-|-|------|---|---|
tre stotenue rsse	---⌫---|----⌫-|-|
torner e it	------⌫-⌫-|
et a lue neor mustereit	-|-⌫|--⌫---|--------|
iad es one speir	||-⌫|-⌫-|-⌫----|
issilefereit remaneir	---|-|-----|-------|
altresioeur entfinement	------|----⌫--|-------|
les sageshomes sagement	--|----|----|-------|
quan tle sencha lceliu eneres	----⌫|--⌫|-----⌫--|-|-⌫-----|
lisuiduianzli cu luerzleres	-|--------|-|--⌫----|----|
quitotades lormalporchace	--|--|---|--|--|-------|
lig ettent en la face	-|-⌫-----|-|-|---|
ceoquis o enestceoesta dire	--|--|-⌫-⌫-|--|--|--||---|
forni caci on e au oltire	-----⌫----⌫-||--⌫-----|
tote maneredepecche	---|-----|-|-----|
ac eo des ei tren ch é	|-⌫-|-|-⌫-|----⌫--⌫-|
etgetéaldiable elui s	-|----|-|-----|-|--⌫|
cillegu er pi st ieo lu os	--|-|--⌫--⌫--⌫-|--||-⌫-|
qua nt ueit	---⌫-|---|
sinelisemble	-|-|-|-----|
quan t p r odhom seueitenchalc er	----⌫|-⌫-⌫----|-|---|-------⌫-|
aldiabled oncd eit trench er	-|-----|-⌫--|-⌫--|------⌫-|
de seitozuices	-|--|--|----|
et toz mals	-|--|---|
issi poetben eschapersals	---|---|--|-------|---|
a lessam pledeceste beste	||-----⌫--|-|----|----|
li apostre nosa mon este	-|------|--|-⌫---⌫---|
qu eseruage	--⌫|------|
ettreu rendom	-|---|-----|
aceluiaqui	|----||--|
e laou nos	|-|-|--|
deuo m honor	----⌫|----|
rendomod crem ee tod	-----|-|----⌫|-⌫|-|
p or uerite deuomentend re	-⌫-|-----|----|------⌫-|
quealdia bl ede uom	--|-|---⌫--⌫|--⌫--|
p rimesceoquenos lideu om	-⌫----|--|--|--|-|---⌫-|
e que iquenosler en iom	|---⌫|--|--|-|-⌫--⌫--|
ettotesses	-|----|--|
oe ures ap lein	--⌫---||-⌫---|
issiserromhorsdes amein	---|-----|---|-|-⌫|---|
peccheorq uisagesserrei t	-------|-⌫-|----|------⌫|
en telgu isese	-|--|--⌫--|-|
eseraiem b reitu ers celui	|-|-----⌫-⌫---|-⌫--|----|
quitoz iorsbraces on	--|--|---|----|-⌫-|
lesoeures qui	--|-----|--|
la char d eli tent	-|---|-⌫---⌫---|
outozma lscreis sentehabitent	-|--|--⌫-|-----⌫---||-------|
t r e nchede seici lq uiestsage	-⌫-⌫-⌫---|-|--|--⌫|-⌫-|--|---|
quantil luiai celtreuag e	----|-|--||-⌫--|------⌫|
renducomeceoquis oene st	----|---|--|--|-⌫--|-⌫-|
come sapreiee sonc onquest	---|-|----||--|-⌫------|
eli geteenm i sa face	|-|---|---⌫|-|---|
cilremaint	--|------|
eenpertsatra ce	|-|---|-|---⌫-|
qu eilnesent	--⌫|-|-|---|
nen euei tmie	-|-⌫|---⌫|--|
puisqueil entreens ein te uie	------|-|----|-|-⌫---⌫-|--|
idonctroeueil l es frui zitel s	----|-----|-|-⌫-|----⌫|----⌫|
comeieodi s ei nze spirituels	---|--|--⌫|--⌫-|-⌫---------|
fei paci en ce	--|----⌫--⌫-|
co ntinenceebenigne te	--⌫-------||-------⌫-|
e ch arit e e ioie epais	|--⌫----⌫||---||---|
ioiequine fa ldraiamais	---|--|-|--⌫---|-----|
iceotroeue il enmi saface	---|-----|-|---|-|---|
pa runtilaper dusa tra c e	--⌫|--|-||---⌫-|-|---⌫-⌫|
de lui nesetn euent ne uo ie	-|--|-|--|-⌫|---|-|--⌫-|
nedreizestquilsachedeioie	-|----|--|-|-|----|-|---|
e deu qu ideioi e est	|--|--⌫|-|---⌫|--|
alaioiegr eignor	|-|---|--⌫-----|
quinefine ne es t muable	--|-|---|-|--⌫|-----|
ainzduretoziorspardurable	---|---|--|---|---------|
mult aadire ea	---|||---|||
retr a ir e	----⌫-⌫--⌫|
esessa mples delbes tiaire	-|----⌫----|--|---⌫-----|
qui sontdebestese	--|---|-|-----||
pr ofit ablesebonse bels	--⌫----⌫----||---||---|
estlili ures	--|-|--⌫---|
carilenseigne	--|-|-------|
en quel guisele	-|---|----|-|
malre maign e	--|--⌫-----⌫|
el aueie quedeittenir	|-⌫|---|--|---|----|
deuuoeltreuenir	--|----|------|
lebestia irenosrecorde	-|------⌫--|--|------|
duneb este	|--|-⌫---|
maluaiseet ord e	-------|-|---⌫|
q uian o nhy ain een	-⌫-||-⌫-⌫|--⌫---⌫|-|
sonnonnesaipas enfranceis	--|--|-|--|--|-|-------|
deueeedefe nt	----||----⌫-|
la manguce nent	-|------|---|
nechos e quilis eitsembla ble	-|----⌫|--|-|-⌫--|------⌫--|
carel n estmieconuenable	--|-||--|--|---------|
ain zesttotema luaiseeorz	---⌫|--|---|--⌫-----||--|
manguelesmor z	-----|--|---⌫|
eenl orsepu lc reshabite	|-|-⌫-|----⌫--⌫--|-----|
tresto zcelsdeuore e sobite	------⌫|---|-----||-----|
elepoeta ue nir	--|---|-⌫--⌫--|
en deitl emateni r	-|---|-⌫-|-----⌫|
decestebeste	-|----|----|
distliprophetesiere mie	---|-|--------|----⌫--|
la fosse al hyainesaluage	-|----|-|-----|------|
monheritage	--|-------|
porteen s on	----|-|-⌫-|
ceste bes te dontdir eu oil	----|---⌫-|---|---⌫|-⌫--|
quis o zs a	--|-⌫-⌫|-⌫|
lem ditqueil	--|--|--|-|
deuine rei t	------⌫---⌫|
lesc hosesqui	--|-⌫----|--|
auenirsont	|----|---|
desau en tures	--|--⌫--⌫----|
decest mont	-|---|---|
i cestebeste adeus natures	-⌫----|----||---|------|
quisihabiteessepultures	--|-|-----|-|---------|
iadete les pa rle rnor reiz	-|-|--⌫--|--⌫---⌫||--⌫---|
queuos l atrouereiz	--|--|-⌫|--------|
unefeiz madlealtrefemele	--|---|----|----|-----|
e odtraianzeodmamele	|-|------||-|-----|
g rant merueilleestestrangement	-⌫---|--------|--|-----------|
quisi changesonuestement	--|-|-----|--|--------|
cestebestene dotez	----|----|-|----|
lesfiz israel	--|--|-----|
quibenc ru rentpr emereme nt	--|--|-⌫--⌫---|--⌫-------⌫-|
el ue raiper e omnipotent	-|--⌫--|---⌫|---------|
elealm ent	|-----⌫--|
mesapr e sfemelesdeuindrent	--|---⌫-⌫|------|---------|
quanti l furent	----|-⌫|-----|
s uefnorri	-⌫--|----|
ea sdeli ces	|-⌫|----⌫--|
char eala luxure	---|||-|-----|
pl us norent	--⌫-||----|
de d a mnedeu	-|-⌫-⌫-----|
ainzle guerp i rentsi folerent	---|-|-----⌫-⌫---|-|-------|
sique le s idl esaorerent	-|--|--⌫|---⌫-|-------|
mult ia gentsi com mei	---|||---|-|--|--|
q ui acestebesteres em b le	-⌫-||----|----|---⌫--⌫-⌫-|
siuos dirraiquelsg enz ceosont	-|--|-----|----|-⌫--|--|---|
trop gr ant	---|--⌫--|
plenteenael m ont	-----|-||-|-⌫--|
quinesontmadles ne	--|-|---|-----|-|
enditenoeure	-|--|-|----|
sontiumeles	---|------|
do blesefeinzenoncreabl es	--⌫---||----||--|------⌫-|
ne ennul leu	-|-|--|--|
nes ontest ables	-|-⌫--|---⌫----|
par ol e salom o ns	---⌫--⌫|-----⌫-⌫-|
qui fistleliur e desse rmons	--|---|-|----⌫|--|--⌫----|
homedoblefals	---|----|---|
quinu leore nestparmain ant	--|--⌫-|--||--|-------⌫--|
enren qu i lf ace nequildie	-|--|-|-⌫|-⌫--|-|-|-|--|
multparest de maluaise uie	---|--|--|-|-------|--|
seruiruoelta	-----|----||
anuld enos neporte fei	|--|-⌫|--|-|----|--|
iesucris tnos treuerai si re	---|----⌫|---⌫--|----|--⌫-|
paroleenleuangire	-----|-||-------|
adeuss eignor sseruir	|---|-⌫------⌫|-----|
ne poetsuffire nefurnir	-|---|------|-|-----|
l unameralaltre harra	|-|----||----|----|
c eoquedeu d isti ane faldra	-⌫-|--|--|-⌫--|-⌫|-|-----|
lun uoldra	|-|-----|
despir eehair	------⌫||---|
elaltreamere sustenir	||----|---||-------|
une manere	--|-----|
estdeserpent	--|-|------|
ewe a habitem ent	--||-------⌫--|
idrus a non s i estm ultsage	----||--|-⌫|--|-⌫--|---|
carmultsetbenfair edamage	--|---|--|--|----⌫|-----|
alcocadrillequ ele het	-|---------|-|--|--|
sa geme nt engigner le se t	--⌫----⌫-|-------|-|--⌫|
ben uosd irraiaua nt co ment	--|--|-⌫----|---⌫-|--⌫---|
ces telengignecointement	---⌫-||------|---------|
lecocadrilleestbestefer e	-|---------|--|----|---⌫|
e meintad es enla	|----|--⌫-|-|-|
decel fluiuequi ni l	-|--|-----|--|--⌫|
boe fresemblealques	---⌫|-------|-----|
uintcutee s abendelonc	---|-----⌫||--|-|---|
groscomfust d	---|--|---||
q uatre pez a eonglesgranz	-⌫----|--|||-----|----|
et den za iguesetren ch a n z	-|---⌫|-⌫----||----⌫--⌫-⌫-⌫|
de ceoestilmu ltben	-|--|--|-|--⌫-|--|
tan tale quir d ure	---⌫||-|---|-⌫-||
q u egra n tcolsde perreco rnue	-⌫-⌫|---⌫-⌫|---|-|----|--⌫---|
nepriseunrametde cegue	-|----|-|----|-|----|
onq ues homtelbeste neuit	---⌫--|--|--|----|-|--|
ca re nte rr ee eneweuit	--⌫|-⌫|--⌫--⌫||-|--|--|
lanuitsetenten e weenclos	-|---|-|---|-|-⌫-|-----|
e en t er rea leior	|-|-⌫--⌫-||-|--|
s ilh omeenc ontre	|-|-⌫--|---⌫----|
eille ue int	|-|-|--⌫--|
mangu elerenn	-----⌫|-|--||
me stoziorspui sa presle	--⌫|--|---|---⌫|-⌫---|-|
tantdiscomen ui edemore	------|--|-|--⌫|-----|
de c este sulebesteauent	-|-⌫---|---|----|----|
que lesgenciues desoz	--|--|-------|----|
pesquantele ma ngue	--|----|--|--⌫---|
eicel esdes u sr e m u e	|----⌫-|---⌫-⌫|-⌫-⌫-⌫-⌫|
ce s te n aturenest done e	--⌫-⌫-|-⌫----||--|----⌫|
creaturenee	-------|--|
coaneueirement	----|--------|
soleitlemfa ir e unoignement	-----|--|--⌫--⌫|-|--------|
les uellesfemmes	--|-----|-----|
senoigneient	|-|--------|
parcel oignement	--|--|--------|
s estende ient	|-------⌫---|
lesfro ncesdeluiset delfr on t	--|---⌫---|--|--|-|--|--⌫--⌫|
e pl usorsuncorelefont	|--⌫----|-----|-|---|
mespuisquelasuor soruent	--|------|-|---|------|
sac hez quenul preu	---⌫--|--|--|---|
l altrebe s tequeuosa idi te	|----|--⌫-⌫-|--|--|-⌫|--⌫-|
qu itozior sen	--⌫|--|---⌫|-|
eweh abite	--|-⌫----|
he t lecocadrillede mor t	--⌫|-|---------|-|---⌫|
a miet ort	|--|-⌫--|
multsen treh eent	---||--⌫----⌫---|
de ha i ne	-|--⌫-⌫-|
mescelesetplus detr ahine	--|---|--|---|-|--⌫----|
quanta te rr ele ueit	----||--⌫--⌫|-|---|
een dormant la guleourir	|-|------|-|---|----|
en ta ienenli mon se moille	-|--⌫|-|-|--⌫--|-|-----|
eiloec sed euolt reesoille	|----|-|-⌫-----⌫-||-----|
por estre pluse scolurable	--|----|---|-⌫---------|
puis uet totdr eit	---|--|--|--⌫--|
acel diabl e	|--|-----⌫|
tresparmi sagule se l ance	---|----|-|---|-|-⌫---|
ecil lat r ansgloteen sapance	|--|-|-⌫-⌫-------|-|-|----|
e l ni ami e esté grantpece	-⌫||||--⌫|----|----|---|
quelelid erompt edepece	-|--|-|-⌫-----||-----|
deluentreto teslesentrailles	--|-----|--⌫--|--|---------|
e lesbo elseles corailles	|--|--⌫--||--|--------|
issue que rt deliureme nt	----|---⌫-|---------⌫-|
en ist h ors tot saluement	-|--|-⌫--|--|--------|
e cilmoert ca r mor ir l estoe t	|--|----|--⌫|---⌫-||-----⌫|
quede splaiesgarirne po et	--|--⌫|-----|----|-|--⌫-|
lemessample	--|-------|
egr ant signefian ce aprendre	|--⌫--|---------⌫-|-------|
lico cadrillessignefie	-|--⌫--------|-------|
mort eenfernendot e z	---||----||-|---⌫-⌫|
altr esic o melaserpen t	----⌫--|-⌫-⌫-|-|------⌫|
dont ieo u os dispremerement	---|--|-⌫-|--|----------|
occi t lecoca drilleetue	----⌫|-|----⌫-----||--|
esalueme ntporchace	|-------⌫-|-------|
fi stnost res eignor	--⌫-|----⌫-|-⌫-----|
iesucri st	---|---⌫-|
caren lacharqu	--|-|-|---|-|
ilpornosprist	-|--|--|----|
si sagementsenuolupa	-|-------||-------|
que mort e	--|---||
enferestran g la	----|------⌫-⌫-|
diloecostases bon s am is	|----|---|--|---⌫|--⌫-|
ieren tchai ti s	|----⌫|----⌫--⌫|
sicom liprophetesdi st	-|--|-|--------|--⌫-|
quantilprop hetiza	----|-|----⌫-----|
otumo rti eo	|-|--⌫-|-⌫-|
serraitam ort	-----|-|-⌫--|
deuq ui est nostrebon conf ort	--|-⌫-|--|-----|--|----⌫--|
destruist n ostremortenmo ra n t	--------|-⌫----|---|-|--⌫--⌫-⌫|
enferplorant	----|------|
en r esor dantrapareilla	-|-⌫----⌫---|---------|
nostr euiequi ne	-----⌫|--|--|-|
be s tessont	--⌫-⌫--|---|
m ultf oles esage s	-⌫--|-⌫---||----⌫|
desp riue esetdessa luages	--|-⌫----⌫-|-|--|--⌫-----|
uostenezporcoartle	--|----|--|----|-|
epor folet enezla cheure	|--|---|-⌫---|-|-----|
mesd elac he ureneporquant	--|-⌫|-|-⌫--⌫--|---------|
auom essample	---|-------|
connoissan t	----------⌫|
b ucanonlemadleen	-⌫-||--|-|----|-|
barbeson tlongues etpendanz	-----|--⌫|------|-|------|
ecorne s lo ng ues eagues	|-----⌫|--⌫--⌫--||----|
elespelsdurementu elues	|--|---|-------|-⌫----|
engr anzm onzmeinentuolon te rs	-|--⌫--|-⌫--|------|-----⌫--⌫-|
esplushalz e es	-|---|---||-|
plusplen er s	---|----⌫--⌫|
de n torse paiss en t	|-⌫-⌫--|-|-----⌫--⌫|
e senorrissenteengraissent	|-|---------||----------|
multdeclereuuesont	---|-|----|--|---|
quant sontla susens om l emont	----|---|-|--|-|-⌫-|-⌫|---|
multueient loingeh alt e cl er	---|-----|----||-⌫--||--⌫-|
quantilueientgent tre sp asser	----|-|-----|---|---⌫--⌫----|
demeintenantpor ueir sauron t	-----------|--|---|------⌫|
seueneoro ue rrant	-|-----|-⌫|-⌫----|
c e stebestequi sicler ueit	-⌫-⌫--|----|--|-|---|---|
e quidesi loingaparceit	|--|-|-|----|-------|
sone nemiquima l li	--|-⌫---|--|--⌫|-|
ale ssam ple de deua fert	||-⌫----⌫--|-|--|-⌫---|
cardeuqui e stsiresdelmont	--|--|--|-⌫-|----|--|---|
quimeintlasuselpl usha ltmon t	--|----|-|--|-|--⌫-|--⌫-|---⌫|
deloingesgard ee ue it es ent	-|----|------⌫||--⌫-||-⌫--|
quantquefont caela	-------|---|-||-|
e sentcomeueirsir e	|---|---|---|---⌫|
quan tquelem	----⌫---|--|
poetpenseredire	---|-----||---|
ainzque el quoerseitc onc eu	---|--|-|----|---|-⌫---⌫-|
lepense railconeu	-|-----⌫||-|----|
eseglise squi	-|------⌫|--|
establie sparmicest	--------⌫|----|---|
estd eu pe uz eta breuez	--|-⌫-|--⌫-|-|-⌫-----|
desalmosnesdesc haritez	--|-------|--|-⌫------|
quefontlic re stienf eei l	--|---|-|-⌫--⌫----|-⌫---⌫|
qui ont sagrace eson	--|--|-|----||--|
quantnosp orl amor deupaissom	----|--|-⌫-||---|--|------|
unpou reou quantl e reuest om	-|---⌫-|-|----|-⌫|------⌫-|
chartreleuisitom	------|-|------|
enmaladie ouenprison	-|------|-|-|-----|
quant l ep elerinherbe rgom	----|-⌫|-⌫-----|-----⌫---|
quin anebordelnemaison	--|||-|-----|-|-----|
a deu le f esom purement	|--|-|-⌫---|-------|
quilereceit	--|-|-----|
be nignement	--⌫--------|
car sicom i lmei smesdit	--|-|--|-⌫|---⌫---|--|
enleuangileouestescrit	-||-------|-|--|-----|
quantt o t l e	----|-⌫-⌫|-⌫|
montiu geruendra	---|--⌫--|-----|
ac elsded estrepartdirra	|-⌫--|-|-⌫----|---|----|
uene z lesbenurez m on pere	----⌫|--|------|-⌫-|---|
e hal teeclere	|---⌫-||----|
quia pareilleeuosfu	--|-⌫--------|--|-|
ainzque homefust	---|--|---|---|
epo ure meuei stes	|--⌫--|-|---⌫---|
doncme peustes et	---|-|------|-|
q uant ieooisei uosmenbreuastes	-⌫---|--|-|--|--||----------|
eenchart reme	|-|-----⌫-|-|
uisit astes	-----⌫----|
porceoenauez	--|--|-|---|
i oie depardurable	-⌫--|-|---------|
cesteboneparo leorr ont	----|---|----⌫-|---⌫--|
cilqui dedestre parts erront	--|--|-|-----|---|-⌫-----|
cil dela se nestre	--|-|-|--⌫-----|
i telprame sseno rrontm ie	-⌫--|-----⌫--||-⌫----|-⌫-|
ai nc eis orron t	--⌫--⌫--|-----⌫|
