#META# TextURIP erc e u alKu	-----|------|-⌫---⌫-⌫-⌫---|
#META#DEA Fn od ata	-----|---⌫|-⌫--⌫--|
#M ETA#FEW	--⌫---|--|
#META#ARLIMAhttps/ / www .arlima .net/ad/chretien_de_troyes.html# g r a	-----|-----|------⌫-⌫---⌫-------⌫--------------------------------⌫-⌫-⌫|
#META#AuthorChrétiendeTr o yes	-----|-----|--------|-|--⌫-⌫--|
#META#AuthorBorn	-----|---------|
#ME TA#AuthorBornAmb	---⌫--|------------|
#ME TA#A uthorDied	---⌫--|-⌫--------|
#META#AuthorDie dA mb	-----|---------⌫--⌫-|
#ME TA# Aut horFl1	---⌫--|---⌫-----|
#META#AuthorFl2	-----|--------|
#META# TextTitlePerceual	-----|--------|-------|
#MET A# TextSubtit leLe	----⌫-|----------⌫-|-|
#M ETA# Textuols	--⌫---|-------|
#META# TextSub i rom an c e	-----|-------⌫|---⌫--⌫-⌫|
#M ETA# TextDomlit	--⌫---|------|--|
#M ETA#Tr a nslationf alse	--⌫---|--⌫-⌫-------|-⌫---|
#META#Collection	-----|---------|
#META#Colle ct ionNo	-----|-----⌫--⌫----|
# META#TextDescARL u e rsoctos yllabi ques à	-⌫----|----------|-⌫-⌫-|-----⌫------⌫---|-|
Mesi lnesetne malne	--|-⌫|-|--|-|--|-|
darme s nedenule	|----⌫|-|-|---|
aut re rien	---⌫-|---|
quenesp as	--|--|-⌫-|
sa u r oit	--⌫-⌫-⌫--|
lespee se bes oingau oit.	|----|-|---⌫---|--⌫---|
Orsie tarmezsorsoncheu al	-|---⌫|----|--|--|----⌫-|
sanc ontreraau cun uasa l	|---⌫------|--⌫--|----⌫|
quipo rsonc heualgaaign ier	--|--⌫|--|-⌫----|------⌫--|
neldoteraama aign i er.	--|-----||--⌫----⌫-⌫--|
To st mortou mahaignié laura	--⌫-|---|-|---------||---|
que desfandrene	--|--------|-|
T ost aurafez ses	-⌫--|---|--|--|
rois plai nt etregra te	---|----⌫-|-|-----⌫-|
etdel uasletfetchieremat e	-|--|-----|--|-----|---⌫|
n i puetrie nc onquester	||---|---⌫|-⌫--------|
la paroleester.	-|-----|-----|
Etliuaslezsa nz nularest	-|-|-----|--⌫-|--|----|
san ua poignant parlaf orest	|-|-|-------|--|-|-⌫----|
t ant queesterresplai nnes ui nt	-⌫--|--|-|-----|----⌫---|--⌫-|
soru neriui erequitint	--|-⌫-|----⌫--|--|---|
deléplusd	-|--|---||
une arbales tee	--|-------⌫--|
sisestoit tot e l	-||-----|---⌫||
et re treteansongr antconduit.	-|--⌫----|-|--|--⌫--|-------|
uerslagr antr iuierequ il uit	---|-|--⌫--|-⌫-----|-|-|--|
sa nua tote unepraerie	|-⌫|-|---|--|------|
mesanl e ue nan tra il	--|-||-⌫-||--⌫--|-|
qu illauitmoutparfon deet	-|-|-|--|---|------⌫-|-|
e tasez pluscorrantqueL oire.	-⌫|---|---|------|--|-⌫----|
uato t sel onclariue	-|--⌫|---⌫--|-|---|
g rantroichena ïue	-⌫---|-----|--⌫---|
l autrepar tl	|----|---⌫||
eue estoit	--|-----|
s iqueleue	-⌫|--||--|
aupiélib atoit.	-|---|-|-⌫-----|
(3 6 6a.131 7)	--⌫-⌫------⌫-|
S orceleroche an.i.pand a nt	-⌫-|---|----|----|----⌫-⌫-|
qu iuers meralo i td escendant	--⌫|---|--|---⌫-⌫|-⌫--------|
ot.i.chastelmoutricheetfort.	----|------|---|----|-|----|
Siconleuealoitaurego r t	-|--||--|----|-|----⌫-⌫|
to rnaliuasleza	--⌫--|-|-----||
etuit les torz	-|--|--|---|
delchastel nestre	--|------|-----|
fuq u ele s nessoie nt	-|-⌫|---⌫|-------⌫-|
etque fors	-|--|---|
delch a st eliss oient.	--|--⌫-⌫--⌫-|---⌫-----|
E n mi lechastelan	-⌫-⌫-|-|------|-|
otunetoretfor tet grant	-|--|--|-|---⌫|-|----|
unebarbaca ne mout	--|-------⌫-|---|
auoit tornee uersle	----|-----|---|-|
q uialamer s econbato i t	-⌫-||-|--|-⌫|-------⌫-⌫|
etlam e rsaupiélibatoit.	-|-|-⌫-⌫-|-|---|-|------|
A .iiii.parties	-⌫-----|------|
donliquarrelestoient dur	--|-|------|-------|--|
auoi t.iiii.bas ses to r neles	----⌫------|---⌫--|--⌫-⌫----|
quimoutestoien tforzetbeles.	--|---|-------⌫|---|-|-----|
Li chastiaxfumout	-|-------|-|---|
et bienaeis iezp ardeuant *.	-|---|----⌫--|-⌫-|------⌫-|
Deuant lechasteletre ont	-----|-|--------|--⌫--|
otsorl eue dreci é.i.	-|--||--|-----⌫----|
e tda reinneetde chauz.	-⌫||-⌫-----|-|-|-----|
Li ponzestoitet for z ethauz	-|---|-----|-|---⌫|-|---|
a ba tai ll es estoitantor	|--⌫---⌫--⌫-|-----|----|
lepontot uneto r	-|---|-|--|--⌫|
et deuant.i. pont	-|--------|---|
quiestoit fezet establiz	--|-----|--|-|-------|
acequ esa droitureap orte	|-|--⌫|-|-------|--⌫---|
le ior ertponz etla	-|--|--|---|-|-|
nuit porte.	---|-----|
L i uaslez	-⌫|-----|
uerslep ontchemi ne.	---|-|-⌫--|-----⌫--|
un s prodom esbatant	--⌫|-----|-------|
par susle pon tetsi atan t	--|--|-|---⌫|-|-|----⌫|
ce luiquiuers le pon tuenoi t.	--⌫--|--|---|-|---⌫|-----⌫-|
Liprodom ansamain tenoit	-|-----|-|-|---|-----|
parcon tenance.i.bast onet	--|---⌫---------|----⌫---|
luiui ene ntuaslet	--|--⌫---⌫-|-----|
duidesafublé so ntuenu.	--|---------|--⌫-|----|
Cilquiuient abien	--|--|----||---|
ce que samere l iaprist	-|--|-|---|-⌫|-----|
lesaluaetdist	-|----|-|---|
—Dexbeneïetoibiau	|--|------|--|---|
(366b.13 61)	--------⌫--|
fetliprodom	--|-|-----|
auparlerle	-|-----|-|
conutetsot	----|-|--|
etdit Biax	-|--|---|
frere donuiens tu	----|--|----|-|
— DontDelaco rtleroiAr tu.	|---|-|-|--⌫-|-|--|--⌫--|
—Quifeïs —C heuali er m a	|-||----||-⌫------⌫-|||
l i roisquiboneau antu reait.	-⌫|---|--|---|--⌫----⌫-|---|
—CheualierSeDexbien medoint	|--------|-|--|---|-|----|
n ecu idoie co r	-⌫|--⌫----||-⌫|
ancestp oint	-|---|-⌫---|
ditelchose liso uenist.	|---|----|-|--⌫------|
D el cuidoie quil	|-|------|-|-|
au ro i que	-|--⌫|--|
decheualier	-|--------|
difr eredeb onaire	-|--⌫--|---⌫-----|
quilest ebailla	--|--|-⌫|-----|
—Lir oisfetillesmedona.	|-|-⌫--|--|-|--|-|----|
C oma ntEti ll icon te	-⌫---⌫-|-|-⌫|-⌫|---⌫-|
si conauezoïel	-|--|---|--|-|
Qui autref oi zlecont e roit	--|----|-⌫--⌫|-|----⌫-⌫---|
enui zetoiseus es eroit	----⌫|-|------⌫|-⌫----|
quenus contesce	--|--|-----|-|
nedemande.	-|-------|
Etl iprodomli re demande	-|-⌫|-----|-|--⌫------|
qu ilset fere	-|-|--|---|
deso nc heual.	-|--⌫|-⌫-----|
Iel saicorreamontetaual	--|--|----|----|-|---|
tot autresico n iesoloie	--|------|--⌫|-|-----|
l ech aceorquantie lau oie	-⌫|--⌫----|----|-||--⌫--|
anlameisonmame re	-|-|-----|-|--⌫-|
—Etdeu oza r me sbiax	|-|-|-⌫-|-⌫-⌫--⌫|---|
mereditesq uansa uez faire	-|------|-⌫|-|--⌫--|----|
— Iessaibi enuestiretr etraire	|--|--|--⌫-|-----|-|-⌫------|
siconliuaslez	-|--|-|-----|
m a n a rma	|-⌫|-⌫--|
quideuantmoia n d es a rma	--|-----|--|-⌫|-⌫--⌫-⌫--|
le cheualierqu	-|--------|-|
auoie mort	----|---|
etsilegierementlesport	-|-|----------|--|---|
queelesneme gr ieu ent rien .	--|---|-|-|--⌫---⌫--|----⌫|
Deu cepris ie bien	--|-|---|-|---|
f et liprodomet mout m e siet.	-⌫-|-|-----|-|---|-⌫|----|
Orme d itess i neuo sgriet	-|-|-⌫---|-⌫|-|--⌫|----|
quexbesoinzuosamen aça	---|------|--|----⌫|--|
— Sire ma meremanseigna	|---|-|---||-------|
queuersle s prodomesalass e	--|---|--⌫|-------|-----⌫|
etq ueaausm econs eill asse	-|-⌫-||--|-⌫|----⌫----⌫---|
secreu ̈sse c e quildiroient	-|----⌫---|-⌫|-|-|-------|
quepre uiontcil	--|---⌫||--|--|
q uiles cro i ent.	-⌫-|--|---⌫-⌫---|
Etlipr od omre spon tBiau f rere	-|-|--⌫--⌫-|--⌫----⌫|---|-⌫---|
beneoite soit	-------|---|
uostremere	-----|---|
(366c.1 405)	-------⌫---|
queeleuos consei llabie n.	--|--|--|------⌫--|---⌫-|
Mesuolez.. .*plu s nule rie n	--|-------⌫-|---⌫|---|---⌫|
— Oïl.—Et	|----||-|
quoi—Tantetnonm es	---||---|-|--|-⌫-|
que uos mehe rbergie z	--|--|-|--⌫-------⌫|
— Moutuolantiersfet l ipr odon	|---|---------|--|-⌫|--⌫---|
mesq ue uosmotr oiez.i.	--|-⌫-|--||---⌫------|
dontgrantbien uenir	---|----|---|----|
uos uerroiz.	--|-------|
—Etcoi fet il.	|-|--|--|--|
Queuoscresroiz	--|--|-------|
leco ns oiluo stre mereetmo i.	-|--⌫--⌫--|--⌫---|---|-|--⌫-|
foi fet il e tie lotroi.	--|--|-|-⌫|-||-----|
— D oncdescendez.Etil descent.	|-⌫--|---------|-|-|-------|
Unsde s uaslezs oncheualp rant	--|--⌫|-----|-⌫-|-----|-⌫---|
des.ii. qui	------|--|
furentuenula	-----|---|-|
etlialtre sledesar ma	-|-|-----⌫|-|-----⌫-|
si reme st anla	-|----⌫-|-|-|
r ob esote	-⌫--⌫|---|
esreuelinsetanl acote	-|-------|-|-|-⌫|---|
decerfmalfet e etmaltaillie e	-|---|--|---⌫|-|--|-------⌫|
otbailliee.	-|--------|
Et lipr odonse	-|-|--⌫---|-|
f i stchau cier	-⌫-⌫-|----⌫---|
l ese s peron stranchanzdacier	-⌫-|-⌫-⌫-----⌫|--------||----|
queliuaslezotaportez	--|-|-----|-|------|
siestso r le cheual montez	-|--|--⌫|-|-----|-----|
escuparlaguigepant	---|--|-|----|---|
a soncolet	|--|--|-|
lal ance p rant	-|-⌫---|-⌫---|
etdi tAmi sor	-|--⌫|---⌫|-|
darmeset garde uospren ez	|----|-|----|--|----⌫-|
comant lan	-----||-|
doit lanceteni r	---|----|----⌫|
et cheua lpoindre etretenir.	-|-----⌫|------|-|-------|
Lors a des ploie elanseigne	---||---⌫-----⌫||-------|
seli mostre et seli	-|-|-----|-|-|-|
coma ntandoit sone scu prandre.	----⌫-|-|---|--|-⌫--|-------|
.I.petitlefetaua ntpan dre	--|----|-|--|---⌫-|---⌫--|
tantquau coldel cheualle	---|-|-|--|--|-----|-|
etmetlalanceel f autre	-|--|-|----|-|-⌫----|
lech eualq ui.c. marsualoit	-|--⌫---|-⌫----|---|-----|
quenus plusuol antiersn aloit	--|--|---|---⌫------||----|
plust ostne degraignoruertu.	---|-⌫--|-|-|-------|-----|
Li prodonsotmou t del escu	-|-----|--|---⌫|-||---|
etdelcheualet de la	-|--|-----|-|-|-|
caril lotapris desanfa nce	--|-||-|----|--|----⌫--|
moutauuasletetsist	---|-|-----|-|---|
t res to t q uanqueli prodomf ist.	-⌫---⌫--⌫|-⌫-----|-|-----|-⌫---|
Qantilotfettotsoncenbel	---|-|-|--|--|--|-----|
de uantleu asletbie n etbel	--⌫---|-|-⌫----|---⌫|-|--|
(3 66d.144 9)	--⌫-------⌫-|
qui b iensaner t	--|-⌫--||-|--⌫|
g arde donee	-⌫---|----|
Sis anreui entlance	-||-|----⌫--|----|
auuas let et demandeli	-|---⌫--|-|------|-|
Amiss aur iezuos a usi	---|-⌫---⌫--|--|-⌫--|
l alanc eet l escudemener	-⌫|----⌫|-||---|------|
etle cheualpo indre et	-|-|-----|--⌫----|-|
Et cil ditquetotadel iure	-|--|--|--|--||---⌫---|
neqerroitiamé s.i. ioru iure	-|------|-----⌫---|--|-⌫---|
neter re ne auoirn eüst	-|---⌫-|-|----||----|
mesqua usife releseüst.	--|-|-⌫--|--⌫-|-|------|
Ce quan ne	-|-|-|-|
s et puetanaprandre	-⌫-|---|-|-------|
quipainneiui al t metre et	--|-----||--⌫--⌫|----|-|
fetli prodonbiaxam ischiers.	--|-|-----|---|--⌫-|------|
I l couienta tozle s mest iers	-⌫|------||--|--⌫|----⌫---|
e t poinneetc uer et ial zau oir	-⌫|-----|-|-⌫--|-|---⌫|--⌫--|
par ces.iii.puet an	--|-------|---|-|
tot sauoir.	--|------|
Etquantuoso nque s	-|----|--|-⌫----⌫|
ne l feïstes	--⌫|-------|
neautruiferenelueïste s	-|-----|---|--|-------⌫|
se uos f ere ne le sauez	-|--|-⌫--|-|-|----|
blasme n iauez.	-----|||----|
Lorsle fi stl i	---|-|--⌫-|-⌫|
prodonmonter	-----|-----|
e tilcomançaaporter	-⌫|-|-------||-----|
sia droi tl alanceetlescu	-||----⌫|-⌫|----|-||---|
eüsttoz iorz	----|---⌫---|
antor noiemenzet	-|---⌫-------|-|
anguer re s	-|----⌫--⌫|
eta léparto teslesterres	-|-⌫--|--|--⌫--|--|-----|
querantbatail lee tauanture	------|------⌫-|-⌫|-------|
carilliuenoit	--|-|-|-----|
et quantnatureli	-|----|-----|-|
cuersde l to tiantant	----|--⌫|--⌫||-----|
n eli puetestreriens greuainne	-⌫|-|---|----|----|--------|
la ou nat ureet	-|-|---⌫--|-|
P arces.ii. s ibienlefe isoit	-⌫-|------|-⌫|---|-|--⌫----|
queaupr odo memout p leisoit	--|-|--⌫---⌫-|---|-⌫------|
etqu ildisoit	-|-|-|-----|
ansoncoraig e	-|--|------⌫|
quese ilfust totsonaaige	--|-|-|---|--|--|----|
d arm e spenezet antremis	|---⌫-⌫|----|-|-------|
fu stilasezbienapris.	--⌫-|-|---|---|-----|
Qantliuaslez otf et so nt or	---|-|-----|-|-⌫-|--⌫|-⌫-|
deu ant le prodomeauretor	---⌫--|-|------|-|----|
l anceleue es anrep aire	-⌫---|----⌫||-|---⌫---|
si con illiotueüfaire	-|--|-|-|-|---|----|
Si reai legebienf ait	--⌫-|-|-|-|---|-⌫--|
Cuidiezuo squeiamestierm ait	------|--⌫|--|-|------||--|
(36 6e.1493)	---⌫-------|
poin neseie m etreliuoel	----⌫-|-|-|-⌫---|||---|
Onquesrienneuirentmioel	-----|---|-|-----|-|--|
don t sigra nt coue itise eüsse.	---⌫|-|---⌫-|----⌫----|------|
Mout uold roiequeianseüsse	---|----⌫---|--||-|------|
au tr eta nt conuos	--⌫--⌫---⌫-|--|--|
se le cueriauez	-|-|---||---|
fetliprodon mo utan	--|-|-----|--⌫-|-|
iama rcusa n çonenauroiz.	-|--⌫|----⌫-⌫---|-|------|
p ar.i ii.foi zmonta	-⌫----⌫--|---⌫|----|
par.iii.foizd	-------|---||
armeslans eig na	----||---⌫---⌫-|
tresto t quanquemost re r liso t	------⌫|------|----⌫--⌫|-|--⌫|
as ezmo strél an	--⌫-|--⌫----||-|
et par.iii.foiz mont e rlefist.	-|-------|---|----⌫-⌫|-|----|
Aladas reainne	|-|---⌫------|
Amiss e uosancotriez*	---|-⌫|--|---------|
.i.cheua lierqueferi ez	--|-----⌫---|--|----⌫-|
siluosfer oit— Iel re fe rroie.	|-|--|---⌫--||--|--⌫--⌫-----|
— Et seuostrelance peço ie	|-|-|-----|----|-----⌫-|
—Apréscen i au roit	|-----|-|||--⌫---|
a.ii .poin z li corroiesus.	----⌫|----⌫|-|------|---|
—Am isce n efe r oiz u osmie.	|--⌫-|-|-⌫|--⌫-⌫--|-⌫-|---|
—Que fera i donc— Parescremie	|--|----⌫|---||--|-------|
delespeeliroizre q uerre.	-||----||----|--⌫-⌫-----|
deua n t luiaterre	----⌫-⌫|--||----|
salance an estanttot ed r oite	-|----|-|-----|---⌫|-⌫-⌫---|
lip rodonquimoutle couoit e	-|-⌫----|--|---|-|------⌫|
darmesanseign ieret	|----|-------⌫--|-|
queilsesaichebiendesfandre	--|-|-|-----|---|--------|
alespeesanle requiert	||----||-|-|-------|
ouan uaïr quantleusa n	-|--⌫----|----|---|-⌫|
P uisamaina les peemise	-⌫--||---|||--⌫--|---|
Amisfetilan	---|--|-|-|
ce steguise	--⌫--|----|
uosdesfand roizsanuosasalt.	--|-------⌫---||-|--|-----|
— Decefet ilseDexme salt	|-|-|--|-|-|--|-|---|
ne set n ustant	-|--|-⌫-|---|
q uas bo rriax et as	-⌫|-|--⌫----|-|-|
chiés mamere anap ris asez	-----|-|---|-|--⌫--|---|
tantquesouant an	---|--|-----|-|
fuilassez.	--|------|
—Doncalons huim ésalostel	|---|----|----⌫--|||----|
pro donquil ni ael	---⌫--|-|-||||-|
et uos auroizcuiq uilenuit	-|--|-----|--|-⌫|-|----|
loste lsa nzuileni eenuit.	|----⌫|--⌫-|------⌫|-----|
L or ssanuont andui costea	-⌫--⌫||-|---|----|----||
et liuaslez a	-|-|-----||
(3 66f.1537)	--⌫--------|
Siremamere m anseigna	---|-|---||-------|
quau oechome	-|--⌫--|---|
n alasseia	|-----|-|
neconpaignieoluin eu ̈ss e	-|---------||--||--⌫---⌫|
granmantquesonnonne	-------|--|--|--|-|
anseig na a sa uoir.	------⌫-||--⌫----|
I e u oelle uost renon sau oir.	-⌫|-⌫--|-|----⌫-|--|---⌫---|
—Bi ax do lzami sdistlipro do n	|--⌫-|--⌫-|---⌫|---|-|---⌫--⌫|
Go rnem anz deG oo rzainon.	--⌫----⌫--|-|-⌫--⌫-|-|---|
Ensiiusqual ostel	---|----|||----|
sanuienent	|-|------|
mainamainanduisantretienent.	---||---|----||------------|
monteedundegré	-----||-|-----|
uasleztotdesongré	-----|--|-|--|---|
quiaporta.i .	--|--------⌫|
ma ntelc ort.	--⌫---|-⌫---|
Le ua sletafubler	-|--⌫---|------|
quaprés lechaut ne	-|-----|-|----|-|
froidu requ i mal lifeïst.	------⌫-|--⌫|--|-|------|
Ric hes meison sbeles	---⌫--|------⌫|----|
otliprod o n et	-|-|----⌫-⌫|-|
biax sergenz	---|------|
mangiersfuatornez	-------|-|------|
biaxet genz etbienconreez.	---|-|---|-|---|-------|
Si lauerentli cheuali er	-|-------|-|-------⌫-|
puissi sasi strentau	---|-||---⌫-----|-|
Etliprodon lezluiasist	-|-|-----|--|--|----|
et mangierl e fist	-|------|-⌫|---|
auoecluian unee scuel e.	----|--|-|--|-⌫-----⌫-|
Des mesnefaz autr enoue le	--|--|-|--|----⌫|----⌫-|
quanzeni otetquelilf urent	----|-||-|-|---|-|-⌫----|
m e sa sez	-⌫-⌫|-⌫--|
m angieren tetburent.	-⌫--------⌫|-|------|
Delm angiernefazautrefable .	--|-⌫-----|-|--|----|-----⌫|
Qantleué fu ren tdela table	---|----|--⌫---⌫|-|-|----|
liprod onquimou tfucortois	-|----⌫-|--|---⌫|-|------|
pria deremenoir.i.mois	---|-|----------|---|
quide lezluisist.	--|--⌫--|--|----|
.I. antotplain seil uols ist	--|-|--|----|-|-|----⌫--|
lereteni st	-|------⌫-|
iluolantiers	-|---------|
si apreïstandem a ntiers	-|-------|-----⌫-⌫-----|
texch osess	--|--⌫---||
eleslip leüssent	---|-|-⌫--------|
q uabes oing	-⌫||---⌫---|
mestierlieüssen t.	------|-|-------⌫-|
Etli uasle zlidi staprés	-|-|-----⌫|-|--⌫-|-----|
Sirenesa i seiesui p res	---|-|--⌫|-|-|--|-⌫--|
del ma noiroumameremain t	--|--⌫---|-|-|---|----⌫|
m es iepriD e uquali	-⌫-|-|--|-⌫-⌫|-||-|
et qu ancorlapuiseueoir	-|-|----|-|----|----|
quepasmeelau ich e oir	--|-----|-|-⌫|--⌫-⌫--|
(3 67a.158 1)	--⌫-------⌫-|
auchiefdel	-|----|--|
pont deuantsa porte	---|-----|-|----|
sinesa is ele est	-|-|--⌫||--|--|
u iue oumorte.	-⌫--|-|-----|
Deldu eldemoi quan tlalessai	--|--⌫-|-|--|----⌫|-|-----|
ch eï pasmee bien le	--⌫--|-----|---|-|
etpor c en e porroit pas estre	-|--|-⌫|-⌫|------|--|----|
tant que ie	---|--|-|
seüsse sones t re	------|--|--⌫-⌫-|
que ie feïs seloncseior	--|-|-----⌫-|---|----|
ein zm an iraidemain	---⌫||-|---|-----|
Li prodomotqueri enn eualt	-|-----|-|--|--⌫-|-⌫|---|
proier eetlap a rolefaut.	------⌫|-|-|-⌫-⌫---|----|
Siuontcouchie rsanzplu sde	-|---|-------⌫|---|---⌫|-|
que lilit estoient ia fet.	--|-|--|-------|-|---|
L i prodon par	-⌫|-----|--|
au l it auuaslet s an ala	-|-⌫-|-|-----||-|--|
laouilletrouagisant	-|-|-|-|----|-----|
sili fist porte r anpresant	-|-|---|-----⌫|-|------|
chemiseet braies	------|-|-----|
deche insil	-|---⌫----|
etch aucestaint es anbresil	-|--⌫----|-----⌫-|-|-----|
un drapde soie	-|---|-|---|
qui futissuzetf ez anYnde.	--|-|-----|-|-⌫-|-|----|
Por ce q ue	--|-|-⌫-|
uestirlifeïs t	-----|-|-----⌫|
lianueaetse	-|----|-|-|
Am isc esdrasque	--⌫-|-⌫-|---|--|
uestiroiz seu os mecr eez.	--------|-|-⌫-|-|--⌫---|
uaslez respontBiausire	-----|------|---|---|
uosporreiezasez mial zdire.	--|-------|---|----⌫|----|
L idrap que	-⌫|---|--|
mameremefist	-|---|-|---|
dont neualent	---|-|-----|
il mialzquec ist	-|----|--|-⌫--|
Etuosuolezqueielesue s te	-|--|----|--|-|--|--⌫-⌫-|
—uas l ez foi quei edoim ateste	|---⌫-⌫-|--|--|-⌫|--|-⌫|----|
fetliprodonainz	--|-|-----|---|
ualent pis.	-----|---|
deï stesbiax	----⌫---|---|
qant ieu os	---|-|-⌫-|
am enaice anz	--⌫---|--⌫--|
queuostoz m escomand emanz	--|--|--|-⌫-|------⌫----|
f ereiez. — Et	-⌫------||-|
fet liu asl ez	--|-|-⌫---⌫-|
ancontreuosdenu lechose.	-------|--|-|--⌫-|-----|
Asdrasuestirplusnerepose	-|---|-----|---|-|-----|
lessa merelessiez.	--|-|---|-------|
Etliprodomsestabessiez	-|-|-----||--|-------|
seli chauçalespero nd estre.	-|-|------||------⌫|-⌫-----|
Lacostumesoloit te xestre	-|------|-----|--⌫|----|
queci l quifeisoitcheualier	--|--⌫|--|------|--------|
lid euoitlesperon	-|-⌫----||------|
(367 b. 1620)	----⌫--⌫----|
prodoms est abeissié	-----||--|--------|
Seli alesperon c haucié.	-|-|||------|-⌫-------|
D autre su as l ezasezi o t	|-----⌫|-⌫--⌫-⌫-|---||-⌫|
chascunsquiaueniripo t	-------|--|-----||--⌫|
aluiarm er asa m ainmise.	|--|---⌫-||-|-⌫--|----|
E tli pro domlespee	-⌫|-|---⌫--||----|
s elic ei ntetsilebeis a	-⌫|-|-⌫--⌫-|-|-|-|----⌫|
et ditque doneelia	-|--|--|----|-||
laplusha uteor dre auoecl espee	-|---|--⌫--|--⌫--|----||----|
queDex a feteetcomandee	--|--||---|-|-------|
c est lordrede	|--||----|-|
cheualerie	---------|
quidoitest r e san zu ilenie.	--|---|---⌫-⌫|---⌫|-⌫------|
Etd is tBiau fr ereor	-|-⌫--⌫|---|--⌫--|-|
uossouaingne	--|--------|
seila uientquiluosc ouain gne	-|-|-⌫----|-|-|--|-⌫-----⌫--|
c onbatrea aucuncheual ier	-⌫------||----|------⌫--|
ice uos uo el direet	--|--|--⌫-|---|-|
uenez audesus	----|-|----|
q ue uersuosnes e	-⌫-|---|--|-|-⌫|
puis seplus	----⌫-|---|
desfandrenecontretenir	--------|-|----------|
e i nz lestu issea	-⌫-⌫-||----⌫---||
merciue nir	----|--⌫--|
qu a a* esci antnelo ciez.	-||-|----⌫--|-||-⌫----|
Etgardezqueuosnesoiez	-|-----|--|--|-|----|
tr opparlanzn etrop noueliers.	--⌫-|------|-⌫|---|---------|
Nus nedoitestre	--|-|---|----|
tropparliers	---|-------|
que s ouanttel	--|-⌫----|--|
chose li*d i e	----|--|-⌫-⌫|
quanliat ortauilenie	-|-|-|--⌫--||------|
etlisaig esditet retret	-|-|----⌫-|--|-|-----|
Qu i tr o pparole p echiéfet.	--⌫|--⌫-⌫|-----|-⌫-----|---|
P orce biaufrereuoschasti	-⌫-|-|---|----|--|-----|
detropparler etsiuospri	-|---|-----|-|-|--|--|
trouez puceleou	-----|-----|-|
ousoi toudameis eleou dame	-|---⌫|-|------⌫--|-|---|
