#META# Text URI Cliges	-----|----⌫--|-----|
#META#DEAFno data	-----|---|--⌫---|
#ME TA # TL	---⌫--⌫|-|
#ME TA#FEW	---⌫--|--|
#META#A RLIMAhttps/ /www .arlima.net/ad/ chretien_de_troyes.html#cli	-----|-⌫----|------⌫----⌫---------------⌫--------------------------|
#META# Autho rC h rétiend eTroyes	-----|-----⌫|-⌫-⌫------|-⌫|-----|
#META #Autho rBorn	-----⌫|-----⌫----|
#M ETA#AuthorBornAmb	--⌫---|------------|
#MET A#Aut horDied	----⌫-|---⌫------|
#META#Autho rD iedA mb	-----|-----⌫--⌫----⌫-|
#MET A#A uthorFl1	----⌫-|-⌫-------|
#ME T A#AuthorFl2	---⌫-⌫-|--------|
#META #Tex tTitleCli gès	-----⌫|---⌫-----|---⌫---|
#META# TextSub t itle	-----|-------⌫-⌫---|
#M ETA# Textuo ls	--⌫---|------⌫-|
#META#TextSub iromance	-----|-------⌫|------|
#META#TextDom	-----|------|
#META#Translation	-----|----------|
#M ETA#Collection	--⌫---|---------|
#META#Collect i onNo	-----|-------⌫-⌫---|
# ME TA#TextDescA RL uer soctosyllabiquesa ̀	-⌫--⌫--|---------⌫-|---⌫|--------------|-⌫|
Alixan dresr e spo nt le	------⌫---|-⌫-⌫---⌫-|-|
D a mef etilienemescus	-⌫-⌫-|-⌫-|-|-|-||----|
E inzotroibi en	-⌫--|----|--⌫-|
ceq u e uosdites.	-|-⌫-⌫|--|-----|
IadAmorneq u ierestrequites	-||---|-|-⌫-⌫--|----|-----|
Que toz io rzni	--|--|--⌫-|||
aieman tant e.	--||--⌫----⌫-|
plestmo utet	----|--⌫-|-|
uostremerciqueditma uez.	-----|----|--|--||-⌫---|
u olant ésauez	-⌫-----⌫-|----|
coile uoscelasse.	--|-|--|-------|
M outa grant	-⌫--||----|
piec e se io sa s se	----⌫|-||-⌫--⌫-⌫-|
Q uel e üssereconeu ̈	-⌫-||-⌫----|-------⌫|
malic elers	||-|-⌫----|
Mes puetcelestrean	--|---|--|----|-|
nulandroit	--|------|
Celep ucele ne uoldr oit	---|-⌫----|-|-----⌫--|
Queiesuens fusse nele	--|-|----|----||--|
S eled elirien	|--|-⌫|-|---|
Tot euoies mot roi ali.	---⌫|----||--⌫--||--|
Acest motceletressailli	|---|--|---|---------|
Quices tpresantpasnerefus e.	--|---⌫|------|--|-|-----⌫-|
Leuoloir deson cuerancuse	-|-----|-|--|---|-----|
Et parparoleet par sanblan t	-|--|-----|-|--|-------⌫|
C araluis otroie an	-⌫-||--||-----|-|
ia nanm etradefors	-||-|-⌫---|-----|
Ne u olanté necu erne cors	-|-⌫------|-|--⌫-|-|---|
Que toten e soitanterine	--|---|-⌫|---|-------|
A la uolantélareïn e	|-|-------|-|-----⌫|
Et trestot son pleisi r n an	-|------|--|------⌫||-|
La rei ̈ne an.ii. l e sanbrace	-|---⌫--|-----|-⌫-⌫|------|
E tfet del	-⌫|--|-||
un al autredon.	-|||----|---|
Ansi m ant ditIeta b a ndon	----⌫-⌫--|--|-||-⌫-⌫-⌫---|
Alixandre lecorst amie	--------|-|---||---|
Bien sai quaucuerne	---|--|-|-|---|-|
Q uiquanf ace chierenegr oing	-⌫-|-|-|-⌫--|-----|-|--⌫---|
L un deuos.i i.alautr e doing.	|-|-|--|--⌫-|||----⌫|-----|
Tien tuletuenettulatoe.	---|-|-|---|-|-|-|---|
Celeale suenetc illasoe	---||-|---|-|-⌫-|-|--|
Cil lito te cele	--|-|--⌫-|---|
A Guinesoressanzredot	|---------|---|----|
Firent au loset	-----|-|--|-|
MonseignorGauua inet leroi	---------|-----⌫-|-|-|--|
Le iorfirent lor espos a illes.	-|--|-----|--|-----⌫-⌫-----|
De l arichesceet	-|-⌫|-------|-|
des uitai l l es	--|-----⌫-⌫-⌫-|
Etd ela ioie	-|-⌫|-|---|
etdel ded ui t	-|--|---⌫--⌫|
Nesaur oitnus dirececu it	-|----⌫--|--|---|-|--⌫-|
Tantqua snoces	---|-|-⌫|----|
Portantquasplusorsdespl eüst	--|---|-|-|------|-----⌫----|
Neuuel p aroleuserneperdre	-|---|-⌫----|---|-|-----|
Qua mialz dire meu uel aerd r e.	-||----|---|-|-⌫--|----⌫-⌫-|
AGuinesore se nunior	|---------⌫|-⌫|-|--|
OtAlixandrestantd	-|---------|---||
Ettantdeioie	-|---|-|---|
con luiplot.	--|--|----|
Tro isioiesett roisenors o t	---⌫-|----|-|-⌫---|----|-⌫|
Lu nefudelchast el	|-⌫-|-|--|-----⌫-|
L autre deceq uelipromist	|----|-|-|-⌫-|-|------|
Li roisA rtusquillidon roit	-|---|-⌫---|-|-|-|---⌫---|
Qantsaguerrefinee a uroit	---|-|-----|----|-⌫----|
Le meillorreiaumede G ales	-|------|------|-|-⌫---|
Leior l e n fistroiansessales.	-|--||-⌫|---|--|-|--|-----|
L agraindreioiefu	-⌫|-------|---|-|
la tie rce	-|---⌫--|
De ceques amie	-|-|--||---|
Del eschaquierdoni lfurois.	-||---------|--|-⌫|-|----|
E inzquefussentp as se ́troimois	-⌫--|--|------|-⌫--⌫--⌫|---|---|
Soredamors se	---------|-|
trouapl a inn e	----|--⌫-⌫---⌫|
Des e mancedomeetde grai n ne	-|-⌫-⌫----||--|-|-|----⌫-⌫-|
Si lap ortaiusquasonterme.	-|-|-⌫---|----||--|-----|
Tantfulasemance ansongerme	---|-|-|------|-|--|----|
Quelifrui zuint	--|-|----⌫|---|
ans a natu re	-|-⌫|----⌫-|
Danfant plus	|-----|---|
be lecriature	--⌫-|-------|
Nepotestrenel oing	-|--|----|-|-⌫---|
Lanfa nt apelerentCligés.	|----⌫-|--------|-------|
Ce estCligésancui mim oir e	-|--|------|-|--|---⌫---⌫|
Fumiseanroman s ces te estoire.	-|---|-|-----⌫|---⌫-|-------|
de sonuasselage	-|--|--------|
iertuenuz enaage	---|----|-|---|
deuraenpris monter	----|-|---|-----|
Mo rro izade ́sdelui conter.	|-⌫---⌫-|---⌫-|-|--|------|
M es anlafine n	-⌫-|-|-|--|-⌫|
Greceau int	----|--⌫--|
Qu asaf inlempereres	-||-|-⌫-||--------|
Qui Co stant i noble tenoit.	--|--⌫-----⌫-⌫----|------|
Mo rz fumori rlecouenoit	--⌫-|-|----⌫|-|-------|
Qu ilnepotson	-|-|-|--|--|
ter m epasser	---⌫-⌫|-----|
Meseinzsamortfi s t	--|---|-|---|--⌫-⌫|
Toz leshauzbarons desaterre	--|--|---|-----|-|-|----|
Por Alixand reanuoier querre	--|-------⌫-|------|-----|
AnBretaigneouilestoit	-|--------|-|-|-----|
Oumo utu olanti ers are stoi t.	-|--⌫-|-⌫------⌫--|---⌫----⌫-|
De Grece mure ntli	-|----|----⌫-|-|
Poruoiracuel l ent lor	--|---|-----⌫-⌫--|--|
Siles a pris unetorma nte	-|--||---|--|-----⌫--|
Quil ornefetlor gent tormante.	--|-⌫-|--|-|--|---|--------|
fure nttuitnoié	----⌫-|---|----|
f elonunrenoié	-⌫---|-|------|
Qui am oitAli sle	--|--⌫--|---⌫|-|
Plusqu Alixandre l egraignor.	---|-|--------|-⌫|--------|
Q anti l f udem ereschapez	-⌫--|-⌫|-⌫|-|-⌫-|-------|
san estretornez	|-|--|-------|
Et dit qu auoien t tui testé	-|--|-|------⌫|---⌫|----|
De danzcelemer te npesté	--⌫---|---|--|--⌫------|
Qant deBretaign ereuenoient	---|-|--------⌫|---------|
Etlor s eig nor enra menoient	-|--|-⌫---⌫--|-|--⌫-------|
N enest eschapez me s qu e il	|-|--|-------|--⌫|--⌫|-|
De latorman teetde l p eril.	-|-|------⌫-|-|--⌫|-⌫----|
Cilf uc reüz de	--|-⌫|-⌫----|-|
sam an çonge	-|-⌫--⌫-----|
Sanz contredi tetsanz chalonge	---|--------⌫|-|---|-------|
Prenent Al issile coronent	------|--⌫-|-|-|-------|
L empire de Grece li	|-----|-|----|-|
Mesnetarda miegranmant	--|-|----|--|-------|
Qu Alixand rescertainnemant	-|-------⌫--|------------|
S ot quanperereestoit Alis .	-⌫-|-|-------|-----|----⌫|
Art u s ac ong iépris	---⌫-⌫||-⌫---⌫--|---|
Qu ilneuold ra	-|-|-|----⌫-|
miesanz guerr e	--|---|-----⌫|
A s onfrere le ssier	|-⌫-|----|--⌫----|
Liroisde rien	-|---|-|---|
Einçois lid itquesi gran ttorbe	-------|-|-⌫-|--|-|----⌫|----|
E nm aintauoeclu ideGalo is	-⌫|-⌫---|----|--⌫|-|----⌫-|
DEscoz etde Cornoalois	|----|-|-|---------|
Ques es fr ere atandr enelost	--|-⌫-|--⌫--|------⌫|-||--|
Qant assanbleeuerrasost .	---|--------|----||---⌫|
Alixandre sse luipleüst	---------⌫|-|--|------|
Grant forcemenee	----|----|----|
Mesnaso ingde s a gent	--|||--⌫--|-|-⌫|---|
c onfondre	-⌫-------|
Sesesfreres liuialt respondre	-|--|-----|-|----|--------|
Queilli fac e soncrean te .	--|-|-|---⌫|--|-----⌫--⌫|
Cheualie rsanmainne qu arante	--------⌫-|-|-----|--⌫-----|
Et Soreda mor set s on fil.	-|------⌫---⌫|-|-⌫-|---|
less ierneu ostil	----⌫--|-|-⌫--|-|
Carmou t feis oienta	--|---⌫|----⌫----||
A Sorlanmonteren tsor m er	|-----|--------⌫|--|-⌫-|
Aucongié de tote	-|------|-|---|
Boe nuant orent la ness an cort	---⌫|---|----|-|--||-|---|
As sezpl ustost quecers quifuit.	--⌫--|--⌫-|---|--|---|--|----|
Einzqu epassastl anuizce cui t	---|--⌫|------|-⌫|---|-|---⌫|
Pristrent d euantAthenesport	--------|-⌫----|------|---|
Uneci témoutriche et fort.	--|--⌫--|---|----|-|----|
Lempereresanlacit é	|--------|-|-|---⌫-|
Ert aseio rpor uerite ́	--||----⌫|--|------⌫|
Etsia u oit grantassanblee	-|||-⌫-⌫--|----|--------|
Deshauzbaronsde lacontre e.	--|---|-----|-|-|------⌫-|
Tantost quil furent ariu é	------|-|-|-----|----⌫-|
Alixandre sunsuenpriué	---------⌫|-|---|-----|
Enu o iea nlacitésauoi r	---⌫-⌫-|-⌫|-|----|-----⌫|
Serecetiporroitauoir	-|----||------|----|
Ous illiuoldro ntcon tr edir e	-||-|-|------⌫-|---⌫--⌫----⌫|
Quilnesoitlordro itu rierssi re.	-|-|-|---|--|---⌫---⌫----|--⌫--|
c hos efumes sag es	-⌫---⌫|-|---⌫---⌫-|
Unscheuali erscortoiset sages	--|-------⌫--|------|-|----|
Q uonapeloitAcorionde	-⌫|-|------|--------|
auoire tdefa conde	----|-⌫|-|--⌫----|
Ets esto it	-||----⌫-|
moutbiendel	---|---|--|
Car dAthe nes estoi t	--||----⌫--|-----⌫|
An lacité danc esse rie	-|-|----||---⌫----⌫--|
Auoitmo utgrande seignorie	----|--⌫-|-----|--------|
ancess oreüe.	------⌫-|----|
Qantil alachose	---|-||-|----|
Quanla uileestoit	-|-|-|---|-----|
lempe rere	|----⌫---|
De par Alixandresonf re re	-|--|--------|--|-⌫--⌫-|
Liuialtc halongier	-|----|-⌫--------|
l ipardone	-⌫|------|
Quill a tenu econtre dr oit.	-|-|||----⌫|-----|--⌫---|
Elpalé sestuenuz tot droit	-|-----⌫|--|----|--|----|
Ettrueue assez quile	-|-----|----|--|-|
Mes nerespontne	--|-|------|-|
Anul homequileconioie	|--|---|--|-|------|
Einçoisatant ta ntqueil	-------|----|--⌫-|--|-|
Queluolantéet quelcora ge	---|-------|-|---|----⌫-|
Il ont uerslordroitse ignorage.	-|--|---|--|----|--⌫--------|
Iusqualempereorne	----|||-------|-|
Ilnel sa lueneancli ne	-|--|--⌫--|-|-----⌫-|
Neempe reorn elap e le.	-|----⌫---|-⌫||--⌫-⌫--|
Alisfet il une noue le	---|--|-|--|----⌫-|
DeparAlixandretap ort	-|--|--------||--⌫--|
Qui ladeforsesta	--|-|-----|--||
Anta nt qu e t es fre restema nde	----⌫-|--⌫|-⌫-|---⌫--|-|--⌫--|
Lasoe chose te deman de	-|--|----|-|-----⌫-|
Necontre reisonriennequiert.	-|-----|-----|---|-|------|
Soedoi t bienestre	--|---⌫|---|----|
etsoei ert	-|--|-⌫--|
Costantinobl e qu etu tiens.	------------⌫|--⌫|-|-----|
ser oitrei sonsnebiens	---⌫--|---⌫---|-|----|
Quant re uos	-|---⌫-|--|
.ii. eü stdescorde.	---|---⌫-|--------|
P ar monconsoil aluitacorde	-⌫-|--|------||--||-----|
S ilira ntla	-⌫|-|--⌫-|-|
corone an pes	-----|-|--|
Ca r biene s tdroiz	--⌫|---|-⌫-⌫|----|
qu e tu lil es.	--⌫|-|-|-⌫--|
Alisres pon tBiax	---|---⌫---⌫|---|
D efolie t	-⌫|----||
i és antrem is	-⌫--|------⌫-|
Quicestmessage as ap orté.	--|---|------|-|--⌫-----|
Nem asd erien	-||-|-⌫|---|
reconfor té	--------⌫--|
Carbie nsaiquemesfrereestmorz	--|---⌫|--|--|--|----|--|---|
Necroipas que il	-|---|--|--|-|
soita sporz.	---|-⌫|----|
Silestoit uisetielsauoie	|-|-----|--|-|--|-----|
Ianel cresrai tantqueieluo ie.	-|--|------|---|--|--|--⌫--|
M orz estpieceacepo isemoi	-⌫--|--|----||-|--⌫--|--|
diesienecroi.	---|-|-|----|
E t silest	-⌫||-|--|
u is porcoineuient	-⌫-|--|--|-|----|
Iaredoterne	-|------|-|
Qu eas sezterrene	--⌫|--⌫--|----|-|
Fo sestseildemoi s esloigne	--⌫|--|-|-|-|--||-------|
Et sil me se rt	-||-|-|--⌫-|
i anen ier tpire.	-⌫||-|---⌫|----|
Del aco ronee tde lempire	-|-⌫|--⌫---|-⌫|-||-----|
N iertianuscontre moi tenan z.	|---|-|--|-----|--|-----⌫-|
estp a s auenanz	--|-⌫-⌫|------|
La re sponsse lempereor	-|--⌫------||-------|
Nelesseporn ule peor	-|----|--|-⌫--|---|
Ques ontalantneliresponde.	--|-⌫-|-----|-|-|--------|
mec on fo nde	-|-⌫--⌫--⌫--|
Sela chose	-|-|----|
remaint ensi.	------|----|
Departonfrerete	-|--|--|----|-|
Etdep ar luisi con	-|-|-⌫-|--|-|--|
S emoing toz	-⌫-----|--|
cesqueie ciuoi	--|--|-|-|--|
Quilte l es sen te tal uiueig nent.	-|-|-|-⌫--⌫---⌫|-⌫||-⌫-|----⌫----|
Reisons estque	------|--|--|
aluiseteignen t	|--|-|-------⌫|
De luidoiuent	-|--|------|
lorse ignorfeire.	--|--⌫----|-----|
Quilea usseraoripeire.	--|---⌫-|---|-||-----|
Ace stm otdelac or t s epart	|--⌫-|-⌫-|-|-|-⌫--⌫|-⌫|---|
Le mperer esde	|-⌫------⌫-|-|
lautrepa rt	|----|--⌫-|
Apele c e z ouplussefie	----|-⌫-⌫|-|---|-|--|
Desonfr erequile	-|--|--⌫--|--|-|
Lo rquiert co n soiletuialtsauoir	--⌫|-----|--⌫-⌫---|-|----|-----|
Silpueten aus fianceauoir	|-|---|-|--|-----|----|
Quesesfrer e	--|--|----⌫|
ac esteanuaïe	|-⌫---|------|
N aitpar ausforce n eaïe	|--|--|--|----|-⌫|---|
Etsiuialtesprouerchascun.	-|-|----|-------|-------|
Mesilnen ianeïsun	--|-||-|||----|-|
Quidelagu erre	--|-|-|--⌫---|
Tuitlidïent quil	---|-|-----|-|-|
lisou eingne	-|---⌫-----|
Del aguer reP olinice ́s	-|-⌫|----⌫-|-⌫-------⌫-|
Queil pris tcontre Etïocl é s	--|-|----⌫|-----|-------⌫--⌫|
Quiestoitsesfreresgermain s	--|-----|--|-----|-------⌫|
Sis a ntrocistrenta l ormains.	-||-⌫-----------||-⌫-|-----|
Autelpuetde uosauen ir	----|---|-|--|----⌫-|
la gue rrem aintenir	-|---⌫--|-⌫-------|
Etconfondu e e nier t la	-|--------⌫|-⌫|---⌫|-|
Por celoen ttelpesaquerre	--|-|----⌫|--|--|------|
Q uisoitresnableetd roituriere	-⌫-|---|-------|-|-⌫---------|
Etliuns l autre	-|-|--||----|
nesorquier e.	-|--------⌫-|
Or otAlysseilne fet	-|-|---|-|-|-|--|
As on frereresnabl eplet	|-⌫-|----|-------⌫|---|
siban i lifaudront	-|---⌫|-|-------|
p letnemo uront	-⌫--|-|--⌫----|
Quilnefaceparauen an t	-|-|-|---|--|----⌫--⌫|
Mesil met ansoncouenant	--|-|--|-|--|-------|
Quelac oronelirema i gne	--|-|-⌫----|-|----⌫-⌫--|
Coma ntque liafeirespraigne.	----⌫-|--|-|------|-------|
P or fe ire	-⌫-|--⌫--|
f ermepesestable	-⌫---|--|------|
Alysparunsu enconest able	---|--|-|--⌫-|------⌫---|
MandeAlix andr e	----|----⌫----⌫|
qualuiue igne	-||--|--⌫---|
Ettote laterr emainteigne	-|---|-|----⌫|---------|
Mesqueta ntli facedenor	--|--|--⌫-|-|---||---|
Q uil lest lenon d	-⌫|-|---|-|--||
Etlacorone	-|-|-----|
auo eclile s t	---⌫-|-|--⌫-⌫|
Einsipuetestreselui plest	----|---|----|-|--|----|
E ntra us.ii.	-⌫--|-⌫-|---|
lachosebien	-|----|---|
Et quantla	-|----|-|
chosefuret reite	----|-|---⌫----|
EtAlixandrereco ntee	-|--------|----⌫---|
Auoeclui estsa gen z montee	----|--|--|-|---⌫|-----|
Siso nta At he nes uenu	-|--⌫-||--⌫--⌫--|---|
Aioi efurentreçeü	|---⌫|-----|------|
Mes Alixandrenep les tm ie	--|--------|-|-⌫---⌫|-⌫-|
ot la p arole	-|-|-⌫----|
Quesesfreresait	--|--|-----|--|
Sesafiancenelidone	-|-|-----|-|-|---|
Que ia famenesposera	--|-|---||-------|
Mesaprés luiCligés sera	--|-----|--|------|---|
DeCostantinoble emperere.	-|------------|--------|
Ensisont acorde ́lif rere.	---|---|------⌫|-|-⌫----|
Alix andresliescheuist	----⌫-----|-|--------|
liotro ieetpleuist	-|----⌫-|-|------|
Que iaentre stotson aage	--|-|-|---⌫---|--|---|
Naurafame pa r maria ge.	|---|---|--⌫|-----⌫--|
Ac ordésont	--⌫----|---|
ami r emai nnent	--|-⌫----⌫----|
Libaron grant i o ie d emainnent	-|----|----|-⌫-⌫-|-⌫--------|
Alisp orempereortienent	---|-⌫-|-------|------|
M es deu antAlixandr euienent	-⌫-|---⌫--|--------⌫|------|
Ligrant afeire etlipetit	-|----|-----|-|-|----|
FetestcequAlixandres	--|--|-|-|---------|
Etpo fetan se por lui non.	-|-|--|-|-|--|--|---|
Alysniaforsquele	---||||---|--|-|
Quiempereresest clamez	--|--------|--|-----|
Me scil estseruizeta mez	--⌫|--|--|-----|-|-⌫--|
Etqui nelesertparam or	-|--|-|-|---|--|--⌫-|
Seruir li cou ientparpeor.	-----|-|---⌫---|--|----|
parlautreiustise	--||----|------|
T ote la ter re a	-⌫--|-|---⌫-||
Mescel equanape leMort	--|---⌫|-|-|---⌫-|---|
Nesp argnehome	|---⌫----|---|
foiblen e fort	-----|-⌫|---|
Quetoz nelesocie et	--|--|-|--|---|-|
Ali xandremo ri r e stut	---⌫-----|--⌫--⌫|-⌫---|
maxla misansaprison	--|||--|-|-|-----|
Donnepueta uoir garison.	--|-|---|-⌫---|-------|
Mes ainzq ue morz lesorprei ̈ st	--|---|-⌫-|---|-|-------⌫-⌫-|
Sonfilmandaet	--|--|----|-|
Cli ge ́sianesauras	---⌫--⌫-|-|-|-----|
Conuistre con bientu u audras	--------|--|---|-|-⌫-----|
Se a lacortle	-||-|---|-|
Neteuas esprouereinçois	-|-|--|-------|-------|
E tasBretonsetas	-⌫|-|------|-|-|
Ein glois.	---⌫-----|
Seauantu relat em ain ne	-|------⌫-|-|-⌫|-⌫---⌫-|
En site contien	--⌫-|-|------|
etdema inne	-|----⌫---|
Qu etun isoiesconeüz	--⌫|-|||----|------|
t antq uas plusesleüz	-⌫--|-⌫|-|---|------|
Delacort esprouezte so ie s.	-|-|---|-------|-|--⌫--⌫-|
loq uetume cr oies	-|-⌫-|-|-|--⌫---|
Et s an leu uiens ianet esmaies	-||-|--|----|-|-||------|
Quea ton oncle net	--||--|----|-||
M onseignorGauuaince	-⌫--------|------|-|
nel metesenobli.	--|----|-|----|
Aprésce stamonestemant	-----|--⌫-|-----------|
gaires lo nguemant.	-----|--⌫--------|
Soredamors telduelenot	---------|--|---|-|-|
Que apré sluiuiurene pot	--|-----⌫|--|----|-|--|
Deduel fumorteauoequesl ui.	-|---|-|----|-------|-⌫--|
Al y setCly g és	--⌫-⌫|-|---⌫-⌫--|
En firentduel	-|-----|---|
si comi l durent	-|--|-⌫|-----|
Mesde duel feire se	--|-|---|----|-|
recrure nt	-------⌫-|
Mauuésestdiaxam aintenir	------|--|---||-⌫-------|
Carnusbiens nan p u etaue nir.	--|--|----||-|-⌫-⌫-|---⌫---|
Ane antes tli	|--⌫--|--⌫|-|
diax uenuz	---|----|
Etlempereres	-||--------|
Lon c tans aprésdefame pra ndre	---⌫|---|-----|-|---|---⌫---|
Carale a utéuo loittand re	--||--⌫-⌫---|--⌫---|----⌫-|
Mesiln acortantotle	--|-|||---|-|--|-|
Q uidemauués c onso il soit mo nde.	-⌫-|-|------|-⌫----⌫-|---|--⌫---|
P arlemauués consoi lquilcroient	-⌫-|-|------|------⌫|-|-|------|
Li baron s ouant	-|----|-⌫----|
sedesuoient	-|--------|
Siqueleauténe maintienent.	-|--|------|-|-----------|
Souantal empereoru ienent	-----|||-------|-⌫-----|
Si homequi c o nsoillidonent	-|---|--|-⌫-⌫----|-|-----|
D eprandrefa mele semonent	-⌫|------|--⌫-|-|-------|
enorten tetanpressent	-------⌫|-|---------|
Etchascunior	-|------|--|
apr essent	---⌫-----|
lorgra n tengresseté	--|---⌫-⌫|----------|
L ont d e safi an cegité	|--|-⌫|-|--⌫--⌫-|----|
Etloruo loirloracreante	-|--|--⌫---|--|-------|
Mesmout e stuetqu e lesoitgente	--|---|-⌫----|-|-⌫-|---|----|
Et sageet bele	-|---|-|---|
etcointe etnoble	-|-----|-|----|
Qu idame iert	--⌫|---|---|
de Costan tinoble.	-|------⌫-------|
Lorsli dïents i consei llier	---|-|-----|-⌫|------⌫----|
se uu elent apare illie r	-|--⌫----|-----⌫-----⌫|
S anirontant iescheterre	|-|----|-|-⌫-----|----|
L afillelempereor qu erre.	-⌫|----||-------|--⌫----|
Celili loent queilpraign e	---|-|----|--|-|------⌫|
Carlemper eresdAlemaigne	--||-----⌫---||--------|
Estmoutricheset mout	--|---|-----|-|---|
p ui ss anz	-⌫--⌫--⌫--|
Etsafi lle tant auenanz	-|-|--⌫--|---|------|
Conque s an lacrestianté	|-----⌫|-|-|----------|
Notpucelede sab iauté.	|-|-----|-|-|-⌫------|
Lempe reres tot lorotroie	|----⌫----|--|--|-----|
Etcilsemetentala	-|--|-|-----||-|
Si comegentb ien	-|---|---|-⌫--|
Etcheuauchen t par l or iornees	-|----------⌫|--|-⌫-|------|
Tantquelemper eortrouerent	---|--||-----⌫--|--------|
ARe neborc lalirouerent	|--⌫-----|-|-|-------|
Que ilsaf i l lelagreignor	--|-|-|-⌫-⌫-⌫-|-|-------|
D o i ntaAl isle mpereor.	-⌫-⌫-⌫-||--⌫-||-⌫-------|
Mout ful ie z de cest mandemant	---|-|-⌫--⌫|-|---|--------|
L empe reresm outlieeman t	|----⌫----|-⌫--|-------⌫|
Loraot roie esa fi lle	--||--⌫----⌫|-|--⌫--|
Nederiensenorn	-|-|---||---||
Mesil di t quill auo itpromis e	--|-|--⌫|-|-||---⌫-|------⌫|
deSess o ign eadoner	-|----⌫-⌫---⌫||----|
Sinela nporro ientmener	-|-||-⌫|-----⌫---|----|
Selempereres	-||--------|
Et silgr antforcen ame noit	-||-|--⌫--|----||---⌫---|
Que lidusnelip oïstfe ire	--|-|--|-|-|-⌫----|--⌫--|
Ho ntene enui aurepei re.	--⌫--|-|---|-|-----⌫--|
Qantlimes sageont antan du	---|-|---⌫---|--|-----⌫-|
Que l enper erear espon du	--||-----⌫--||-⌫-----⌫-|
Congiéprenentsi	------|------|-|
Alempereoruenus o nt	||-------|---|-⌫-⌫-|
la re sponsedite .	-|--⌫-----|----⌫|
Etlenperereag ent eslite	-||-------||-⌫--|-----|
Cheualierslesmial z esprouez	---------|--|----⌫|-------|
Les plus hardi zqu ila	--|---|-----⌫|-|-||
Et mainneauoec	-|-----|----|
luisonne ueu	--|--|--⌫--|
Por cuiilauoitfet tel ueu	--|--|-|----|--|--|--|
