#ME TA#TextURIErecF	---⌫--|------|----|
#META#DE AFh t tp//www.deaf-page.d e/ fr/bib l/b ib99e. php#ErecF	-----|--⌫-|-⌫-⌫-------------------⌫--⌫------⌫---⌫------⌫--------|
#META#TLErec	-----|-|---|
#MET A#FEW	----⌫-|--|
#META#ARLIMAhttps//www.a r li ma.net/ad/chretien_de_ tr o yes.html#ere	-----|-----|------------⌫-⌫--⌫----------------------⌫--⌫-⌫-----------|
#META# AuthorChrétiende Tr oye s	-----|-----|--------|-|--⌫---⌫|
# META#Author B or n1 130	-⌫----|------⌫-⌫--⌫|-⌫--|
#META#AuthorB ornAmbc	-----|-------⌫-----||
#META# AuthorDied 1180	-----|---------|---|
#META #Auth orDie dA mba	-----⌫|----⌫-----⌫--⌫-||
#META#AuthorFl1	-----|--------|
# META # AuthorFl2	-⌫----⌫|--------|
# META#TextTitle Ericet	-⌫----|--------|---|-|
#META# TextSubtitl e	-----|-----------⌫|
#ME TA#Textuols	---⌫--|-------|
#META# Text S ubi	-----|----⌫-⌫--|
#META #TextDoml it	-----⌫|------|-⌫-|
# META#Translation	-⌫----|----------|
#META#C ollection	-----|-⌫--------|
#M ETA#CollectionNo	--⌫---|-----------|
#META#Text DescARLuersoctosyllabiquesa ̀rim es	-----|----⌫------|---|--------------|-⌫|---⌫-|
#META#TextDescuers 8	-----|-----------||
#META# Tex tDa teARL117 0	-----|---⌫---⌫----|---⌫|
#META# TextDateAdi 1170	-----|----------|---|
#META#TextDateMin	-----|----------|
#META# TextDateMa x	-----|----------⌫|
# META#EdEditorFoerst erWendel in	-⌫----|-------|------⌫-|------⌫-|
#META#EdPlaceHall e	-----|------|----⌫|
#META# EdPub lisher	-----|-----⌫-----|
#META# Eduol	-----|----|
#META# EdYear	-----|-----|
#META# EdPages	-----|------|
#META#MsBaseH[ P8]	-----|-----|--⌫--|
#META # MsOther	-----⌫|------|
#META# MsNu m1 3	-----|----⌫|-⌫|
# META#M s Date ARL	-⌫----|-⌫-⌫----⌫--|
#META#MsDateAdi	-----|--------|
#META#For mu	-----|---⌫||
#META#Com pl ete true	-----|---⌫--⌫--|---|
#META#NoWords39059	-----|------|----|
#META# No Li nes 6 956	-----|--⌫--⌫--|-⌫--|
# META #DialAuth	-⌫----⌫|-------|
#META#Dial S cribe	-----|----⌫-⌫----|
#META #ScanURL	-----⌫|------|
regardemiemains	------|--|----|
Ladameiseleleuassal	-|--------|-|-----|
Debu en oelet decuerleal	-|--⌫-|--|-|-|---|---|
Quil feisoitliparc ontan çon.	-|-|------|-|--|-⌫-----⌫----|
Ne p reï ssent	-|-⌫----⌫----|
pasr ean ç on	--|-⌫---⌫--⌫-|
Moutestoientigalet per	---|-------|---|-|--|
De corteisieetde	-|--------|-|-|
Etde grantdeboneireté	-|-|----|-----------|
Siestoientdune	-|-------||--|
Dune s morsetdun emeniere	|---⌫|---|-||--⌫|------|
Que nusquileuoir uo ssistdire	--|--|--|-|---|--⌫----|---|
Nanpoi ̈st l emellor	|-|---⌫--|-⌫|-----|
Nel eplusbelnele p lussage.	-|-⌫|---|--|-|-|-⌫--|----|
Mout estoie ntdig alcorage	---|------⌫-||--⌫-|-----|
Etmoutaue noientansan ble.	-|---|---⌫-----|-----⌫---|
Liuns a la ut resoncuer	-|--|||-⌫--⌫-|--|---|
Onquesde ussi	-----|--⌫-|-|
belesima ges	----|---⌫--|
Nassan blalois nema riages.	|-----⌫--|---|-|--⌫------|
Ta nt ontansanb le cheuauchié	--⌫-|--|------⌫-|----------|
Quan droitmid i ont apr ochié	-|-|----|---⌫|--|---⌫-----|
de Caradi gan	-|------⌫--|
Ouandeusles at an doit lan.	-|-----|--|--⌫--⌫---||--|
Po resgardersil lesue rroient	--⌫|-------||-|--|--⌫------|
A s fene stres montéestoien t	-⌫|----⌫----|-----|-------⌫|
Lime llo r baron	-|--⌫---⌫|----|
d e la cort.	-⌫|-|----|
Gueni eure ico rt	-----⌫---||--⌫-|
Et si uintmei ̈sme lirois	-|||---|---⌫---|-|---|
Keus e tPerceuausliGalois	---|-⌫|--------|-|-----|
Gauuainsa prés	-------|-⌫----|
lifi z auroiAre ́s	-|--⌫|-|--|---⌫-|
Lucansi fu libotelliers	-----||-|-|---------|
de buenscheualiers.	-|----|----------|
E recontchoisiquiu enoit	-⌫--|--|-----|--|-⌫----|
ilamen oit.	-|----⌫---|
Bienl onttrestuitrecone ü	---||--|-------|------⌫-|
Des iloingc om eil	-|-⌫|----|-⌫--⌫|-|
lon tueü.	|--⌫|----|
Lareïneg rantioie mainne	-|-----|-⌫---|---|-----|
De io ie estto telacorz	-|--⌫-|--|--⌫-|-|---|
Ancontresonauenem ant	-------|--|------⌫--|
C ar tuit l a imment comunema nt.	-⌫-|---||-⌫-----|--------⌫--|
Lués que il	----|--|-|
uin td euantlas ale	---⌫|-⌫----|-|-⌫--|
Lirois ancon tre lu i	-|---|-----⌫--|--⌫|
Etla reïne dautre	-|-|-----||----|
Tui tlidi entque	---⌫|-|--⌫--|--|
Deuslegart	---|-|---|
Luiet sapuce leconioent	--|-|-|----⌫-|-------|
Sagrant biautépri sentetloen t.	-|----|------|---⌫---|-|----⌫-|
E tli rois	-⌫|-|---|
meïsme s l	-------⌫||
Ius deson palefroilamise.	--|-|--|-------|||----|
Mo u tful irois	--⌫-⌫|-|-⌫|---|
bien afei tiez	---|----⌫---|
A celeorees toit	|---|--|--⌫---|
bienheitiez.	---|-------|
Lap uce leamoutenoree	-|-⌫---⌫-||---|-----|
Parlamai nla amontme nee	--|-|---⌫||||---|--⌫--|
Anla mestr e sal eperrine.	-|-|-----⌫|---⌫|-------|
AprésErecet lareïne	-----|---|-|-|-----|
Sontanduimontémai na main	---|----|-----|---⌫||---|
Et illidi st Ieuosamain	-|-|-|--⌫-|-|--|----|
Dame mapuceleet mamie	---|-|-----|-||---|
garnemanzgarnie	--------|-----|
Sic ome el eme	-|-⌫--|--⌫|-|
Einsilauosaiamenee.	----|-|--|-|------|
poureuauass orest	----|------⌫-|--|
Pouret ezmai ntprod omeauille	------⌫-|---⌫-|----⌫--|-----|
S esperesestfra nse tcortois	-⌫-|----|--|---⌫-|-⌫|------|
Mesqued auoirape t it	--|--||----||--⌫-⌫-|
iant i sdameestsame re	----⌫-⌫|---|--|-|--⌫-|
Qu e leaun riche c ontea	-|-⌫-||-|----|-⌫---||
Ne porbiau téneporlignag e	-|--|----⌫--|-|--|------⌫|
Nedoi ie pas	-|--|-|--|
le mari ag e	-|----⌫--⌫|
Delapuceler efuser.	-|-|-----|-⌫------|
Pouretez lia fetuser	-------|-||--|---|
Cestbl anc chains eta nt queascotes	---|--⌫--|------⌫|--⌫-|--|-|----|
An sontandeus les manch es r otes.	-|---|-----|--|-----⌫-|-⌫----|
Etneporquant semoipleüst	-|---------|-|--|------|
Buenes robesasseze üst	-----|----|----|-⌫---|
Quunepucelesa cosine	-|--|-----|-|-----|
L i uostdonerrobed ermine	-⌫|---|----|---||-----|
De d ras de so ieueireougrise	-|-⌫--|-|--⌫-|----|-|----|
uos annule guise	--|-|---|----|
Q ueda utrerobe	-⌫-||-⌫---|---|
fustuestue	---|-----|
Tant queuosl eüs siezueüe.	---|--|--||----⌫---|-----|
Mado uce dameora npansez	-|--⌫--|---|-|-⌫|-----|
Grantm estierabienle ueez	----|-⌫-----||---|-|---|
D unebelerobe auenant.	|--|---|---|-------|
Et lareïne maintenant	-|-|-----|---------|
LirespontMoutauezbie nfet	-|------|---|---|---⌫|--|
Dr oizestque	--⌫--|--|--|
dem es robes	-|-⌫-|----|
do nrai buene	--⌫---|----|
Tot or androitfresch eetnouele.	--|-|------|------⌫|-|------|
Lar eïneerr aumantlanmainne	-|-⌫----|---⌫-----||-|-----|
Anlasoe cha nbredemainne	-|-|--|---⌫---|-------|
Etd ist quanli aportisnel	-|-⌫--|-|-|-|----|----|
Le fre sblï au tetle	-|---⌫|----⌫--⌫|-|-|
uertporpr ecroisilliee	---|-----⌫|----------|
lesuenco rsfutailliee.	-|---|--⌫-|-|--------|
Cil cui ele	--|--|--|
Liale mantelaporté	-||-|-----|------|
blïautquiiusqu asmanches	------|--|----|-|------|
Fuforrez derminetesblanc hes.	-|-----||--------|-----⌫---|
Aspoinzet ala cheueçaille	-|----|-||-|-----------|
Auoitsanznul e d euinaille	----|---|---⌫|-⌫--------|
Et pi erresde moutgrant	-|--⌫----|-|---|----|
I ndes etuerz bl oesetbi ses	-⌫---|-|---|--⌫--|-|--⌫--|
Auo it partot sor l	---⌫-|--|--|--||
or a s sises.	-|-⌫-⌫-----|
Moutestoit	---|-----|
riches liblïau z	-----|-|------⌫|
M espor uoirneua loit noauz	-⌫-|--|---|-|--⌫---|----|
Lim a nt ia usderi enque ie sache.	-|-⌫-⌫--⌫--⌫-|-|--⌫-|--|-|-----|
Ancorniauo itnulea tache	----|||---⌫-|---|-⌫----|
Cartozestoit fresetnouiau s	--|--|-----|---|-|------⌫|
Etliblïauz etlimantiaus.	-|-|------|-|-|--------|
Mou tfu buenslimantia use t fins	---⌫|-|----|-|------⌫-|-⌫|---|
a uoitdeu ssebe lins	-⌫---|---⌫|----⌫---|
E s tassiau sotd orplusduneonce	-⌫|-------⌫|-||-|---||--|---|
Du ne part ot uneiago nce	|-⌫-|---|-|--|----⌫--|
Etun ru bide	-|-|--⌫-|-|
l autre part	|----|---|
Plusclerquechandoilequi art.	---|---|--|--------|--|---|
Lapanefudeblance rmin e	-|---|-|-|----|-⌫----⌫|
Onquesplusbel e n e	-----|---|---⌫|-⌫|
Nefuueüene	-|-|----|-|
Lap orpr efu moutbienou ree	-|-⌫----⌫|-|---|---|--⌫--|
Acroisetestotes diuerses	|--------|----|-------|
Indese tue rmoi llesetpe r ses	----|-⌫|--⌫----⌫---|-|--⌫-⌫--|
B lanches etue rz bloesetiaunes.	-⌫------|-|--⌫-|----|-|------|
Unesatachesd equa tre au nes	---|------|-⌫|---⌫--|--⌫--|
soiea or ourees	---||-|-----|
Alareïn e demandee s.	|-|-----⌫|--------⌫-|
Lesat achesli sontbaillie es	--|--⌫----|-|---|-------⌫-|
Belesetbienaparelliees .	----|-|---|-----------⌫|
Elelesfis ttotma intenant	--|--|---⌫|--|--⌫-------|
Met reel mantelisnelemant	---⌫-|-|-----|---------|
Etsanfisttelhomeantremetre	-||-|---|--|---|---------|
Quibie n estoit	--|---⌫|-----|
mestredelmetre	-----|--|----|
Quant elma ntel notrien quefeire	----|-|--⌫---||-|---|--|----|
Laiantisdame	-|-----|---|
d eboneei re	-⌫|---|--⌫-|
La puceleau	-|-----|-|
blanc cha inseac ole	----|---⌫---|--⌫--|
Etsilidist franche	-|-|-|---|------|
Mad ameise leacestblïaut	-|-⌫------⌫-||---|------|
çantmar s d	----|---⌫||
ar ia ntuau t	--⌫--⌫-|---⌫|
uoscou ientcest cha insechangier	--|---⌫---|---|---⌫---|-------|
Detant u o suuelielosangier .	-|---|-⌫-⌫|---|-|---------⌫|
Etc estmantelafublez sus	-|-⌫--|-----|------|--|
Uneautrefoiz uosdonraiplus.	--|----|---|--|-----|----|
Elene lerefusa	--|-|-|-----|
lanme rc ie .	|-|--⌫--⌫--⌫|
An unec hanbre arece lee	-|--|-⌫-----||----⌫--|
L an o ntdeus	|-|-⌫-|---|
puc elesmenee.	---⌫---|-----|
Laasonchainse desuestu	-||--|------|-------|
Que n elpr isemesun festu	--|-⌫-|--⌫--|--|-|----|
Si a proiié etcoman dé	-||------|-|-----⌫--|
Quil soitdonezporamo rDé.	-|-|---|----|--|---⌫|---|
Puis uest l e bli autsi	---|---|-⌫|---⌫--|-|
D unorfroisa untorsestra int	|-|------||-|--||-----⌫--|
Etlema nte laprésaf uble.	-|-|--⌫---⌫|-----|--⌫----|
O rn ot mielachier eenuble	-⌫||-|--|-|-----⌫|-----|
Carla rob e	--|-|---⌫|
Que plusbeleassezandeuint.	--|---|---|----|-|------|
L esdeus pucelesd un fildor	-⌫-|---|------||-|--||-|
L iontgaloné so ncr i n sor	-⌫|--|------|--⌫|--⌫-⌫|--|
Mes plusesto it l uisanz li crins	--|---|----⌫-|-⌫-----|-|----|
Queli fis d orqui	--|-|--||-|--|
moutestfins.	---|--|----|
Uncerceletoure ́af lors	-|-------|----⌫||-⌫---|
Demaintesdiue rses	-|------|----⌫---|
Lespuceleselchief	--|------|-|----|
Miauzqu elespueent sa ntremetent	----|-|---|-----||-⌫---------|
Delian tel	-|-|-|--|
guiseatorner	----|------|
truisse rien qu amander.	------|---|-|-------|
Deus fermeillezd orneelez	---|---------||-|-----|
An une copleansee lez	-|--|----|-----⌫--|
Limist aucolunep ucele.	-|---|-|--|--|-⌫-----|
Orfu t an ta uenanzet	-|-|-⌫--⌫|-⌫-----|-|
Quenecuitpasquannuleterre	--|-|---|--|-|-|---|----|
Tantseu ̈st l	---|---⌫--||
ance rc hier ne que rre	-|--⌫--⌫---|-|---⌫--|
Fustsa paroillerecour ee	---|-|-------|------⌫-|
Tantlauoit bien Natur eou r e e .	---||----|---|-----⌫|--⌫-⌫-⌫-⌫|
Puise st fo rsdelachanbrei s sue	---|-⌫-|--⌫-|-|-|------|-⌫-⌫--|
A la reïneanestuenue	|-|-----|-|--|----|
Lareï nemoutl aconi ot	-|----⌫-|---|-⌫|----⌫-|
Porcel amaetmoutli	--|-||--|-|---|-|
Queleesto itbeleetbi enaprise.	-|--|----⌫-|---|-|--⌫-|------|
Lunealautre par	|--|||----|--|
la m ainpr ise	-|-⌫--|--⌫--|
Sisontdeuantleroi uenues.	-|---|-----|-|--|------|
E tquantli	-⌫|----|-|
r oislesaueües	-⌫--|--||-----|
Ancontre se	-------|-|
lieueanestant.	----|-|------|
Dec heualiersi a uoitt ant	-|-⌫--------||-⌫---|-⌫--|
Quantelesan lasaleantrerent	----|---|-|-|---|--------|
Quiancontreel es seleuerent	--|-------|--⌫-|-|-------|
Que ienan sai nomer le di sme	--|-||-|--|----|-|--⌫--|
Letr ezismene lequinz isme	-|--⌫-----|-|-|-----⌫---|
Mesdauquanzdesmellor sbarons	--||------|--|------⌫|-----|
uossai ie bien	--|--|-|---|
direlesnons	---|--|---|
laTabl e Reo nde	-|----⌫|---⌫--|
Qui f urentl i mell ordelmonde.	--|-⌫----|-⌫|----⌫-|--|-----|
DEuANTtozles buens ch eualiers	-----|--|--|----|--⌫-------|
Doit estreG auuainslipr emiers	---|----|-⌫------|-|--⌫-----|
LiseconzE rec li fizLac	-|-----|-⌫--|-|--|--|
E tl itierzLanc elozdelLac.	-⌫|-⌫|----|----⌫---|--|---|
Gorn emanzdeGoho rt fuquarz	----⌫----|-|----⌫-|-|----|
Etliquinzfu	-|-|----|-|
liBiausCoarz.	-|----|-----|
L isist esfuliLezHardiz	-⌫|----⌫-|-|-|--|-----|
Lis emesMelianz deL iz	-|-⌫---|------|-|-⌫-|
Lihu itism esMauduizl iSa ges	-|--⌫-----⌫-|------|-⌫|--⌫--|
N ue mes Dodin iausliS auua ges.	-⌫--⌫--|-----⌫---|-|-⌫----⌫---|
Gandeluzsoitdisme scontez	-------|---|-----⌫|-----|
Caranluiotmaintes	--|-|--|-|------|
Lesa utres uosd iraisa nznon bre	--|-⌫----|--|-⌫---|--⌫-|---⌫--|
Por cequelinonbre rsmanconbre .	--|-|--|-|------⌫-||--------⌫|
Esliz ifuauuecBriien	----||-|----|-----|
EtYuains lifi zUri ien.	-|-----|-|--⌫|---⌫---|
Loen elfuoutre	----⌫-|-|----|
Dautre partYuains li	|----|---|-----|-|
LezYuainde Caualio t	--|----|-|-------⌫|
EstoitGarrauains dEstrang ot.	-----|---------||-------⌫--|
Apré s leCheualierau Cor	-----⌫|-|--------|-|--|
F uli uasl ez auCercledor.	-⌫|-|----⌫-|-|-----||--|
EtTristanzqui onquesnerist	-|-------|--|-----|-|---|
DelezBlioblehe rissist	----|---------⌫--|---|
Etpar delezBrund e	-|--|----|---|-⌫|
Estoitses frere	-----|--|----|
Gru slIriez.	---⌫||-----|
LiFeuresd Arme ssistaprés	-|-----||----⌫|---|-----|
Qui miauzamo it	--|----|---⌫-|
guerr e que pes.	-----⌫|--|---|
Aprés sistKaradués Bri ébraz	-----|---|--------|---⌫-----|
Un sc heu aliers degr ant solaz	--⌫|-⌫---⌫-----|-|--⌫--|----|
EtCau eronsdeRobendic	-|---⌫----|-|-------|
EtlifizauroiQuenedic	-|-|--|-|--|-------|
Etli uaslez deQuin tare us	-|-|-----|-|----⌫----⌫-|
EtYde rs delMontD olereus	-|---⌫-|--|---|-⌫------|
Gahe rïezet KeusdEstraus	----⌫----|-|---||------|
AmauguinsetGales liCha u s	--------|-|----|-|---⌫-⌫|
GrainsGorneuainsetCarahés	-----|---------|-|-------|
l i fizle roiA rés	-⌫|--|-|--|-⌫---|
Girflezlif izDo etTau las	------|-|-⌫-|-|-|---⌫--|
Quionquesdarmes n efula s	--|-----||----|-⌫|-|--⌫|
Etunsuaslezdegrantue rtu	-|--|-----|-|----|--⌫--|
Lo holzli fiz	--⌫---|-|--|
le ro i Artu	-|--⌫|---|
Et Sagremo rs li	-|-------⌫-|-|
C ilne doit pas	-⌫-|-|---|--|
e streob li	-⌫---|--⌫-|
Ne B eduiers li c on e stable s	-|-⌫------|-|-⌫--⌫-⌫------⌫|
sotdeschasetdetab les	--||-----|-|-|---⌫--|
NeBrauaï nsneLozlir ois	-|-------⌫-|-|--|-|-⌫--|
NeGalegantinsli	-|----------|-|
Ne lifizKeulesenesc hal	-|-|--|--|-|------⌫--|
Gronosis quim ou tsot demal	-------|--|-⌫--⌫|--|-|--|
[Ne Labigode ́slicor to is	--|--------⌫-|-|---⌫--⌫-|
NelicuensCado r caniois	-|-|----|----⌫-⌫------|
Ne L etronsd e Prepelesant	-|-⌫-----|-⌫|----------|
Ancuiottantd a fe i tema nt	-|--|-|---||-⌫--⌫-⌫----⌫-|
NeBreon s lifiz	-|-----⌫|-|--|
Neleconte deHonolan	-|-|----|-|------|
otl e chiefbelet	-|-⌫|----|--|-|
Cefucilq ui	-|-|--|-⌫-|
re ç utle cor	--⌫--⌫-|-|--|
Auroiplainde male	-|--|----|-|---|
Onquesdeueri té not cure.]	-----|-|----⌫--||-|-----|
Q UANT labelepuce le estr ange	-⌫---|-|---|----⌫-|----⌫---|
ch eualiersanrange	--⌫-------|-|----|
Quiles gardoient a estal	--||--⌫--------||----|
Sonchief anclinecontre ual	--|----|------|-----|--|
uergoingneanotnefu me ru o ille	---------|-|-|-|-|--⌫--⌫-⌫---|
Lafacela n deui ntuermoille	-|---||-⌫|----⌫-|--------|
Meslahontesiliau int	--|-|----|-|-|--⌫--|
Queplusbeleasse zandeuint.	--|---|---|----⌫|-|------|
Quantliroislauit uergoignier	----|-|---|-|--|----------|
Ne seuostdeli	-|-|---|-|-|
esloignier.	----------|
Parla maindoucemantl ap rise	--|-|---|--------|||-⌫---|
Etdelez luiadestr eassise	-|----|--||-----⌫|-----|
Delas e nestr e parts assist	-|-|-⌫-⌫-----⌫|---||-----|
Larei ̈nequiaur oi	-|---⌫--|--|-|-⌫-|
Sire siconiec uit et croi	---|-|--|-|-⌫--|-|---|
Biendoituenir a	---|---|----||
Q ui parsesarmespuetconquer re	-⌫-|--|--|----|---|-------⌫-|
Sib elefameanautreterre.	-|-⌫--|---|-|----|-----|
Bie nf eisoit	---⌫|-⌫-----|
Ereca atandre	---||------|
Orpoez uosl ebeisierp randre	-|---|--|-⌫|------|-⌫-----|
Delaplu sbelede lacort.	-|-|---⌫|---|-|-|----|
Iene cuitquenus u os	-|-|---|--|--|-⌫-|
Ianus nedira qui	-|--|-|---|--|
nema n t e	-|--⌫-⌫-⌫|
Quecesten e so it laplus ian te	--|----|-⌫|--⌫-|-|---|---⌫-|
Despuceles qui ce anz	--|------|--|--⌫--|
Etdecelesdet o t lemont.	-|-|----|-|-⌫-⌫|-|----|
Li roi s r espo ntN es t	-|---⌫|-⌫----⌫-||--⌫|
pasmançonge	--|--------|
me chalonge	-|-------|
Donrai i edel b lanccerfl enor.	-----|-⌫|--|-⌫---|---||----|
ascheualiers Seigno r	-|---------|------⌫|
Qua nd itesuosQueuosestui s	-|-⌫|-⌫---|--|--|--|--|--⌫|
Cesteestetd ecorse t d eu is	----|--|-|-⌫|---|-⌫|-⌫|-⌫-|
Etde quanque	-|-|------|
estuet apucele	-----||-----|
Laplusiantis et lap lusbele	-|---|-----|-|-|-⌫--|---|
Qu isoitiu sq uelace m esan ble	--⌫|---|--⌫--⌫-|-|-|-⌫|---⌫--|
Ou lic ia usetlat erre assanble.	-|-|-⌫--⌫-|-|-|-⌫---|--------|
Iedi que droiz e s tantreset	-|-|--|----|-⌫-⌫|-------|
Qu e ces te	--⌫|---⌫-|
l enor del	|---|--|
Etuosseignorquanuolezdir e	-|--|------|-|-|----|---⌫|
r ie ncontredire	-⌫--⌫|---------|
Senusiuia utmetre	-|--||---⌫-|----|
Sidi e or androit cequil panse.	-|--⌫|-|------|-|-|-|-----|
Ie s ui roisne	-|-⌫-|---|-|
do ipa smantir	--⌫|--⌫|-----|
Ne uileni e consan tir	-|------⌫|------⌫--|
Nef aus seténedesmesure	-|-⌫---⌫----|-|--------|
Reisondoigarderet	-----|--|-----|-|
droi ture .	----⌫----⌫|
Cea partientalealr oi	-|-⌫-------||---|-⌫-|
Queildoitmaintenir	--|-|---|--------|
uerité et foietiustis e.	------|-|--|-|------⌫-|
Ieneuoudroiea n nule gu ise	-|-|-------|-⌫|---|--⌫--|
Feiredesleauté netort	----|---------|-|---|
Ne plus aufoiblequ eau fort.	-|---|-|-----|--⌫|-|----|
Ne st droiz quenusde	|-⌫-|----|--|--|-|
mois eplaingne	--|-⌫|-------|
neuuelp asque remaingne	-|---|-⌫-|--|--------|
Lacostumene l iusages	-|------|-|-⌫|-----|
Que siau tmainte ni rmeslignages	--|----⌫|------⌫--⌫|--|-------|
De ceuosdeur oit il peser	-|-|--|----⌫--|-|----|
Sei euosuoloie	-|-⌫|--|-----|
Autrescostumesautres lois	-----|-------|-----|---|
mesperelirois.	--|---|-|----|
Lus ag ePa ndragon m on per e	|--⌫--⌫|--⌫------|-⌫-|---⌫|
Quifudroiz roisetanperere	--|-|----|---|-|-------|
Doi i e garder	--|-⌫|-----|
etm aintenir	-|-⌫-------|
Que que ilmando i ea ue nir.	--|--|-||-|--⌫-⌫|-⌫--⌫---|
Ormedites toz u ozta lanz	-|-|----|--|-⌫-|--⌫---|
De uoirdirene soit nus	-|---|---|-|---|--|
Seceste n estdema	-|----||--|-|-|
Laplusbele etdoitparreiso n	-|---|---|-|---|--|-----⌫|
Le beisierdel blanc	-|------|--|----|
Lauerite ́anuuelsa uoir.	-|------⌫|-|---|--⌫----|
Tu itsescri ̈ent auneu oiz	--⌫-||-----⌫---||--|-⌫--|
Sir epa rDeu et	---⌫|--⌫|--|-|
pa rsacroiz	--⌫|-|----|
Bien la poe zbeisierpar	---|-|---⌫|------|--|
estlapl us be lequesoit.	--|-|--⌫-|--⌫-|--|----|
Ancesti aplusd ebiauté	-|----||---|-⌫|------|
Quilnael soloildeclar té.	-|-|||-|-----|-|----⌫---|
poezquit ema nt	---|----⌫---⌫-|
otroio nscomun emant.	------⌫-|-----⌫-----|
Quantliroisotquea	----|-|---|-|--||
Orneleir aquilnela best	-|-|----⌫|-|-|-|-|---|
uer slise tornes il	---⌫|-|-|----|-⌫||
La puc elenefup as	-|---⌫--|-|-|-⌫-|
Bienuost que	---|---|--|
li rois la beisast	-|---|-|------|
uilainnefust s il lanpes as t.	-------|---||-||-|---⌫--⌫-|
B eisieela	-⌫-----|||
co mecortois	--⌫-|------|
ueant toz les baro nsli r ois	----|--|--|----⌫-|-|-⌫--|
Ets ilidi stMad ouceam ie	-|-⌫|-|--⌫-|-|-⌫---|--⌫-|
M amor uos doin g sa nzuilenie.	|---|--|----⌫|--⌫-|-------|
S anzm auuestié	-⌫--|-⌫--------|
etsa nzfolage	-|--⌫-|-----|
uo sam erai debuenc orag e.	--⌫|--⌫---|-|---|-⌫----⌫-|
Lirois paritelaua nture	-|---|--|---|---⌫----|
Randil usageetl adroiture	----||----|-|-⌫|-------|
Qua sa cortdeuoitli	-||-|---|-----|-|
blanscers.	----|----|
CIFINELIPREMERAI NS	-|---|-|--------⌫-|
QUAN Tlibeisiers delcerf fupris	----⌫|-|-------|--|---|-|---|
costumedel païs	------|--|----|
Ereccome cortois etfrans	---|---|------|-|----|
F ude sonpoureosteanespans.	-⌫|-|--|----|---|-|------|
Decequepromi sli auoit	-|-|--|-----⌫|-|----|
Couantmantirneliuoloit.	-----|-----|-|-|------|
Mout li tin t bien soncouenant	---|-|---⌫|---|--|-------|
Quil li anuoia	-|-|-|-----|
maintenant	---------|
Cincsomiers seiorn ez	---|------|------⌫-|
Chargiezd erobes	-------|-⌫|----|
De bo queranzetd esc ar la te s	-|--⌫------|-||---⌫--⌫--⌫--⌫|
Demars dor et d arian t	-|---||-|-||-----⌫|
grisde sebelins	---|-|-------|
Etdep o rpresetdo ster ins.	-|-|-⌫-⌫----|-||-⌫----⌫---|
Quantchargié f urentlisomi er	----|-------|-⌫----|-|----⌫-|
Dequanquaprod omea	-|-----||----⌫--||
Disque c heualie rsqu eserian z	--|--|-⌫-------⌫-|--⌫|------⌫|
Desa mesniee	-|-|------|
e td esesi a nz	-⌫|-⌫|--|-⌫-⌫-|
Auueclessomiersanuoia	----|--|------|-----|
Que sonostel isaluassent	--|--|---|-⌫|---------|
Et sigrantenor lipor tassent	-|-|----|---|-|---⌫------|
Etsafametoteinsimant	-|-|---|--|--------|
Con lesuencors	--|-|---|---|
dema innemant	----⌫-------|
Etq uantpres antélor auroient	-|-⌫---|----⌫----|--|-------|
Lessomi ersqueillormenoient	--|----⌫--|--|-|--|-------|
Lore tlaria nt et	|-|-⌫||----⌫-|-|
lesb esa nz	--|-⌫---⌫-|
Ettozlesau tresgarnemanz	-|--|--|--⌫---|--------|
Q ui es toient dedanzlesmales	-⌫-|--⌫-----|-----|--|----|
Ans on re aumed Out re-Ga les	-|-⌫-|--⌫---||---⌫-----⌫--|
Anmenasse n tag r a ntenor	-|-------⌫-⌫||-⌫-⌫-⌫-|---|
Etladame e tl e	-|-|---|-⌫|-⌫|
De us chastiau s lorauo itpro mis	--⌫-|--------⌫|--|---⌫-|---⌫--|
Lesmellorset les miauz	--|------|-|--|----|
Et caus qui mains	-|---|--|----|
dotoient g uerr e	-------|-⌫----⌫|
Quifussentant o tesa terre.	--|------|-|-⌫-⌫-|-|-----|
Montreuellunapeloit	--------||-|------|
Liautre auoitno nR oad an.	-|----|----|--⌫|-⌫---⌫--|
Q uant an s o nreaumeu and roient	-⌫---|-|-⌫-⌫|-----|-⌫---⌫-----|
Cez deuscha sti auslorl iuerroient	--|---|---⌫---⌫--|--|-⌫---------|
Etlesrante s et	-|--|-----⌫|-|
la ius tise	-|---⌫---|
E insiconlorauoitpromise.	-⌫---|--|--|----|-------|
Cil ontbienla ch ose atornee	--|--|---|-|--⌫--|------|
