#META #Text URI BenTro ieC	-----⌫|----⌫--|------⌫--|
#M ETA#DEAFhttp//ww w.deaf-page.de/bibl/bib99b.php#BenTroieC	--⌫---|---|--------⌫---------------------------------------|
#META#TLTroie	-----|-|----|
#META# FEWBenSMaure	-----|--|--------|
#META#ARLIMAhttps//www.arlima. net/ad/ benoit_ de_sainte-m aure.html#tro	-----|-----|------------------⌫-------⌫-------⌫-----------⌫------------|
#META#AuthorBenoît	-----|-----|------|
quiuindrentfreis	--|-------|----|
Lo rlaissiere nt	--⌫|---------⌫-|
ch euaus aler	--⌫----|---|
L aueïs seizestorleuer	-⌫|-----⌫---|----|----|
pesmeed olor os	----||-⌫----⌫-|
Lait emortelea ngoissos.	---||-----||-⌫--------|
G rant sontlihugrantsontli	-⌫---|---|-|-|----|---|-|
Lasaïdentliplushardi	-||------|-|---|----|
A l de partirsont	-⌫|--⌫-----|---|
l escolees.	-⌫-|------|
Quantlescomp aig nessontiostees	----|--|----⌫---⌫--|---|------|
Siron trecoure e lapla ce	-|---⌫|-------⌫|-|---⌫-|
Maism out durapetitlachace	---|-⌫--|---|----|-|----|
porquant li T roi ̈ien	--|----|-|-⌫---⌫---|
Iperdi ren t	|-----⌫---⌫|
ços aiiobie n	--|-⌫-|-|---⌫|
Pageu01P124	----------|
Centcheual iers proz euaillanz	---|------⌫---|---||-------|
Edetozl es	|-|--|-⌫-|
mieuzcombatanz.	----|---------|
Laomedonde Troiereis	-------|-|----|---|
Aesguardéq ue liGrez eis	|--------|-⌫-|-|----⌫--|
D am agereient mout	-⌫--⌫--------|---|
Silne leste neit autrement.	|-|-|--|--⌫---|---------|
T rop f olement s e desreoënt	-⌫--|-⌫------|-⌫|---------|
Nulem esureni guardoënt	---|-⌫----|||---------|
Moutiperdeientpor ço	---||--------|--|--|
Lireislesafait	-|---|--||---|
traire ensus	-----|-|--|
Seurezlesa ef aiz conreiz	-----|--|||-⌫--|------|
serabeaus litorneiz	---|----|-|------|
Oriau raio stesenz	-||--⌫-|--⌫--|---|
Ainz quedeparte labataille.	---|--|------|-|--------|
Li reisNestorfumouthardiz	-|---|-----|-|---|-----|
Echeualiersgranz e forniz.	|---------|----||------|
Ar me zfubienel milsoudor	--⌫--⌫|-|---|-|--------|
Pageu 01P 125	-----⌫---⌫--|
n enaueitnul meillor	|-|----|--|------|
U nssors bauc enzertde Castele	-⌫-|---|----⌫--|--|-|------|
tenis t pas arondele.	-----⌫|--|--------|
Lesmenuzs auze nuient	--|----|-⌫--|-⌫|----|
E ncorageote en p orpens	-⌫|-----|-||-|-⌫-----|
Qu il ira iaferirleslor.	-|-|--|-|----|--|---|
Lao medonma ntin t l	---⌫----|--⌫----⌫||
Seshomeschad ele ees treint	--|----|----⌫--||--⌫-----|
Deb ienfaire	-|-⌫--|----|
pasn esefeint.	--|-⌫|-|-----|
Onquesnus homde merenez	-----|--|--|-|---|--|
Plusrich emen tn e fu armez	---|----⌫----⌫|-⌫|-|----|
Richesarmesot	-----|----|-|
amerue ille.	|-----⌫----|
Du ne c hier eporp reuer meille	|-⌫-|-⌫----⌫|----⌫-|---⌫-----|
Ot couertur e eent reseigne	-|--------⌫||---⌫-------|
Een salancegra nte nseigne	|-|-|----|---⌫-|-⌫------|
Leslengues len	--|------||-|
ba tenta s poinz.	--⌫---|-⌫|-----|
Ne storbroche uer s	--⌫---|-----|---⌫|
luitozioinz.	--|--|-----|
Lir e is le uituers	-|-⌫-⌫-|-|--|---|
De plain esla isleuaitf erir	-|----|----⌫-|-|---|-⌫---|
Tant comcheualpo re ntaler	---|--|-----|--⌫--⌫-|---|
Pag eu01P126	---⌫-------|
granzcouse ntredoner	----|---|-⌫--------|
Par m iles bocles d esescuz	--|-⌫|--|-----|-⌫-|----|
Sepassserent	-|---------|
efers e fuz.	|---||---|
Lire isapeceié sala nc e	-|--⌫-||------|-|--⌫--⌫|
Maisi ouosdi	---|-⌫|--|-|
biensenzdotance	---|---|------|
Nestor eüst n auré	-----|----|-⌫----|
Sei l neüsthauberc	-|-⌫||----|------|
Cil refiert luipargrantuigo r	--|------|--|--|----|----⌫|
Si quela t ar g e	-|--|-|-⌫--⌫-⌫|
peinteaflor	-----||---|
Liafenduee d equassee	-||-----||-⌫-------|
Ela broineli afa usee	|-|-----|-||--⌫---|
naurétot de plain	-----|--|-|----|
brazeparlamain	---||--|-|---|
Puislaempeintdeteluertu	---|||------|-|--|----|
Qua l aterrel	-||-⌫|----||
fumerueillesiriez	-|---------|----|
Isnele mentsai lli enpiez.	------⌫---|---⌫--|-|----|
Ainz queNestorfeï stson	---|--|-----|----⌫-|--|
O ttra itleue rtbra ntde	-⌫|---⌫-|-|--⌫-|---⌫-|-|
T reiscous l	-⌫---|---||
endonagranze fiers	-|---|----||----|
Pageu01P127	----------|
reisbonscheua liers.	---|---|-----⌫-----|
Un sTroïensCedarot non	--⌫|-------|----|-|--|
Ioune s senzbarbee senzgreno n—	-----⌫|---|----||---|-----⌫||
Nertancor p asl i anz passez	|--|----|-⌫-|-⌫|--|-----|
Quilauei te sté adobez.	-|-|----⌫|-⌫---|------|
Moutot g r ant	---|-|-⌫-⌫--|
due lmoutfumarri	---⌫|---|-|----|
P orpoili cuersn eli parti	-⌫-|--|-|----|-⌫|-|----|
Quan tsonseignoruit	----⌫|--|------|--|
uaitNestor	---|-----|
requer re.	------⌫--|
Tellido n ae nm ile	--|-|--⌫-⌫|-⌫|-⌫|-|
Quede s alance	--|-|-⌫|----|
uolee scliz	---|-⌫----|
Outreenpassast	----|-|------|
lec onfanon	-|-⌫------|
Seilneüs thaube rc	-|-||----⌫|-----⌫-|
Maisne porqua nt al	---|-|--|---⌫-|-|
La f ait a laterreenu erser.	||-⌫--||-|----|---⌫-----|
L iheaumes feri elgr a uier	-⌫|------|---|-|--⌫-⌫---|
Siqueluire nt mil c heuali er.	-|---|----⌫-|--|-⌫------⌫--|
Tozlipremiers qui ia uint	--|-|-------|--||-⌫---|
P a geu01P128	-⌫-⌫--------|
Çofuli reisquil ebranttint	--|-|-|---|--|-⌫|----|---|
tr encha nte lpo ingt otnu	--⌫-----⌫-|-⌫|--⌫--|-⌫-|-|
Par mileaume len	---⌫-||----||-|
Detel aï r quele	-|--|---⌫|--|-|
Lena abatucont reual	|-||----|----⌫-|--|
leure e delmenton	----||--|-----|
Puetom ueeirsorle	---|-|----|--|-|
B iencuitquesenuenias tl ireis	-⌫--|---|--||-|------⌫|-⌫|---|
Sen elhastasse nt	-|-⌫-|--------⌫-|
liGrez eis	-|----⌫--|
Maist a ntiad eusa ssemblé	---|-⌫-⌫-||||--|-⌫-------|
del autreontd e ssem ble ́.	-||----|--|-⌫-⌫----⌫---⌫-|
Ma is ainzqui l	--⌫-|---|-|-⌫|
fussent remo nté	------|----⌫---|
Iot maintchiefdebuse ur é .	|-|----|----|-|-|--⌫--⌫--⌫|
Li Tr oï enbiensi ai dierent	-|--⌫---⌫-|---|||--⌫------|
EdesGrezeismo ut damagi erent	|--|------|--⌫-|------⌫----|
O cis en ont tenstrentesis	-⌫--|-|--|---|-----|--|
Quimout esteientde grant pr is .	--|---|-------|-|----|--⌫--⌫|
Castora bien Cedarueü	-----||---|----|---|
QuiNe storaueit	--|--⌫---|----|
Mou t le uit b ienaidie r e	---⌫|-|--|-⌫--|-----⌫||
Emoutso uentoless uensio indre.	|---|--⌫---||--|-⌫---|--⌫-----|
Deuersle ro in aenl aplac e	-----|-|--⌫|||-|-⌫|----⌫|
Pageu01P129	----------|
Unsoldes suensquimieu z	-|--|--|----|--|----⌫|
Sorunche uald Esp aig ne	--|-|---⌫--||---⌫---⌫-|
armez lireis	----|-|---|
les re nsuinteslaissiez	--|--⌫-|---|---------|
uersTroïen sfeleiriez	---|-------⌫|--||----|
Prez del d amagier	---|--|-⌫------|
se nzde more.	--⌫-|--⌫----|
UnsTroïen s l i corutsore	--|-------⌫|-⌫|----|---|
Segura donau ei t cilnon	------⌫--|--⌫--⌫|--|--|
b eluisbel e fac ̧on	-⌫-|--|---⌫|---⌫--|
Auei tsortote creature	----⌫|--|---|-------|
Ric hes ho m	---⌫--|--⌫|
ert adesmesure .	--||---------⌫|
erentco sin	----|--⌫--|
au eit noblemeschin.	--⌫--|----|-------|
Ci l eCastor	--⌫||-----|
sent recontrerent	|---⌫-----------|
Enzelmilieudes	--|-|-|---|--|
rens iosterent	---|--------|
De telaïr comli cheua l	-|--|---|--|-|-----⌫|
Porentmo uei r delore st al	-----|--⌫---⌫|-|--|-⌫--⌫-|
parutalor escuz	----||--|----|
Qu estroëzorentefen duz.	-|-------|----||---⌫---|
Segurado nsa	--------⌫|-|
lanc ebr ise	----⌫|--⌫--|
Pageu01 P 130	-------⌫-⌫--|
iotautredeuise	|-|----|-----|
Bi encuitselenepeceiast	--⌫-|---||--|-|-------|
Que delcheualius	--|--|-----|--|
leportast.	-|-------|
Castor lenaura al	-----|-|----|-|
Onc lihauber s n elpotsauuer	--|-|------⌫|-⌫-|--|-----|
S onconfanonelcorslibaigne	-⌫-|-------|-|---|-|-----|
Li due usd es	-|---⌫-|-⌫-|
s uen screiste	-⌫---⌫|-----||
en graign e.	--⌫------⌫-|
Cedaru it son cosin	----|-⌫-|--|----|
Se m prescuidadels ens	--⌫-⌫---|----|--|-⌫--|
Iamorr a si lnelpuet uengier.	-|----⌫||-⌫|--|---|-------|
Isne lement point	----⌫-----|----|
led es trier	-|-⌫--⌫----|
pris bien entr a uers.	---|---|-|--⌫-⌫----|
t rencha li fers	-⌫-----|-|---|
Lesc uli perc e	|---⌫|-|----⌫|
elau entail le	|-|-⌫------⌫-|
Ilue clif istsishaubers	----⌫|-|-⌫--|--|------|
Parmilachierelana uré	--|-|-|-----|||--⌫---|
Ede lcheua lius enuersé.	|--⌫|-----⌫|--|--------|
Parl ar egne	--|-⌫|-⌫---|
pre nt ledestrier	---⌫-|-|-------|
Si labailliéun es cuier	-|||-------|-|--⌫----|
Parg rantpr oë cel aconq uis.	--|-⌫---|--⌫---⌫-|||----⌫---|
Castor d ut b ie nestre entrepris	-----|-⌫-|-⌫--⌫|----|--------|
f u entre tel gent	-⌫|----|--|---|
Pageu01P 131	--------⌫--|
Qu i nelamoënt	--⌫|-||------|
de neient.	-|------|
Ce dar lidistSireuassal	--⌫--|-|---|---|-----|
N enmenreizmie delch eual.	|-|------|--|--|--⌫----|
moncosinuengié	--|----|------|
fa itir ié.	--⌫-|--⌫---|
Iad elguaaingd	-|-⌫-|------||
este con tre e	---|---⌫---⌫|
Naureizla perterestoree	|-----|-|----|-------|
Guage nos iauez lais sie ́	----|--||---|----⌫---⌫|
Eplusperduqueguaaignié	|---|----|--|---------|
Milengisent sorla mar in e	--|-|-----|--|-|---⌫--⌫|
D on t ia mais ior n	-⌫--⌫|-|---|--||
auronshaïne	-----|-----|
Encest païsnos remandront	-|---|----|--|---------|
Ia maisGrecene reuerront .	-|---|----|-|---------⌫|
Cas tor ertpr is erete nuz	---⌫--|--|--⌫-||----⌫--|
Quim outsert apiécomba tuz	--|-⌫--||--||---|-----⌫--|
Quan t reisP ollus	----⌫|---|-⌫----|
la socoru.	||------|
Celepartasleuosuenu	---|---|-|-|--|---|
Sonfrerenel or laira	--|----|-|-⌫-|----|
Pageu01P132	----------|
Tan tcomeil ait elco rs lauie.	---⌫|---|-|--|-|--⌫-|-|---|
Di redesuez en e slepas	|-⌫-|-----|-|-⌫|-|--|
alezf erireltas	---|-⌫---|-|--|
S etc entGrezeisdegrantualor	-⌫-|-⌫--|------|-|----|----|
Lesiuent aprèsenl estor.	-|-----|-----|-||-----|
Ia i aurafiereme slee	-||---|----|--⌫---|
Tr opi ertlaiostecomparee	--⌫-|-⌫--|-|----|-------|
Que Castorfist.	--|-----|----|
Lasentreuienentliuassal	-||-----------|-|-----|
La s entred onentla sem p eig nent	-||------⌫----|-||--⌫-⌫---⌫---|
entrocire nesefeignen t.	--------|-|-|-------⌫-|
Later re est	-|---⌫-|--|
cbuertedes mo rz .	------|--|--⌫--⌫|
I oquendireie Paresfor z	-⌫|-|-|-----|--|-----⌫|
Fu Castorresc osemont ez	-|-----|----⌫-||----⌫-|
Qui bienfuen setlieusnaurez	--|---|-|-|--|----|-----|
P ar u iueforcelor toli rent	-⌫-|-⌫--|----|--|----⌫---|
A sbranz lapresse	-⌫|----|-|-----|
depa rtirent.	----⌫-------|
Polluslor ifist	-----|--||---|
grantdamage	----|-----|
Quarlefilal rei	---|-|--|-|--|
deCar tage	-|---⌫---|
Lori ocistçofudolor.	--||----|--|-|-----|
P ageu01P133	-⌫---------|
N iesertlere ifiz sasoror	-⌫--|--|-|--⌫|--|-|----|
Iouneses tei tdepoidaage	-----|--⌫---⌫|-|--||---|
M ais bel uasletiotes age.	-⌫--|--|-----||-||-⌫---|
As se zfuplain ze regretez	--⌫--⌫|-|-----⌫||-------|
Eliachimertapelez.	-------|--|------|
Quant liTroï en mortle uirent	----|-|-----⌫-|---|-|-----|
Poë zsau e irgrantduelenfirent	----⌫|---⌫-⌫-|----|---|-|-----|
Criëntplorentefont granzdue u s	------|------||---|----|---⌫-⌫|
Porluiderompentlor cheueus.	--|--|--------|--|-------|
Lireis trouamortsonneuo	-|---|----|---|--|---|
Ploradesi euze f istunuo	----|--|-⌫--||-⌫--|-|-|
Qu eia mais Troie	--⌫|-|---|----|
Descique iluengiélaureit.	----|--|-|------||------|
Seshomesatresto zsomons	--|----||------⌫|-----|
Poi gnons fai t	---⌫----|---⌫|
ilfilabaron s	-|--||-----⌫|
Pageu01P134	----------|
Quardestruionsnozenemis	---|---------|--|-----|
Sindel iuronsnost rep aï s	--|---⌫-----|----⌫-|-⌫---⌫|
Quecist coiluertuuelentdest ruire	--|---|-------|------|----⌫----|
E metrea duel	|----||---|
etamartire.	-||-------|
ueez uoz fre res uo zamis	---|--|---⌫--|--⌫|---|
uezmonneuoquilm ontocis.	--|--|---|-|-||--|----|
Oriparr a qu imes i ura	-||----⌫|--⌫|-|-⌫-⌫--|
Equi monenui uengera.	|--|--|---|-------|
Atanta faitl i	|---||---|-⌫|
reis soner	---|----|
U n cor d olifant h aut	-⌫|--||------|-⌫--|
Lirencfremissent enuir on	-|---|---------|-----⌫-|
Ni setcoarz saguarison	||--|----|-|-------|
Ias trouerontf euse eng re ̀s	--|--------|-⌫--||---⌫--⌫-|
Hui m a is les re querrontdeprès .	--|-⌫-⌫-|--|--⌫-------|-|-----⌫|
Lireis cheua ucheolespremiers	-|---|-----⌫---||--|-------|
Bienotset mil e cheualiers.	---|-|--|---⌫|----------|
Le s escuzpri s	--⌫|----|---⌫|
lancesbaissie es	-----|-------⌫-|
Pageu01P135	----------|
Sen t r assemblerentlesma isniees	|--⌫-⌫-⌫-----------|--|--⌫------|
L aue ï sseizestor mortel	-⌫|--⌫--⌫----|----|-----|
Iamaisnushom neuerra	-|---|--|--|-|----|
Nelporentl iGrez eissofrir	--|-----|-⌫|----⌫--|-----|
L echam p lorcou inta g uerpir	-⌫|----⌫|--|---⌫--||-⌫-----|
Iusqua lamernetindrentplac e	----||-|--|-|-------|----⌫|
Assezpe rdirentenla cha ce.	----|--⌫------|-|-|---⌫--|
Ia net enissentmais conrei	-|-|-⌫-------|---|-----|
Quantu nsmessagesuintal rei	----|-⌫-|-------|---|-|--|
D ircèsot	-⌫-----|-|
nonde S al emine	--|-|-⌫--⌫----|
Parenzprochainsertl a reï ne.	-----|--------|--|-⌫|----⌫--|
Parmi le cors	--|-|-|---|
otune plaie	-|--|----|
Que d e lamor t	--|-⌫|-|---⌫|
fort ment l	----⌫---||
Laomedonfait ilquefais	-------|---|-|--|---|
Sirepor qu ein etenre uais	---|--|--⌫-|-⌫||-|--⌫---|
Huicestioriesmorzetraïz	--|---|--|--|---||-----|
Tuserasse mpres	-|----|--⌫----|
descon fiz.	------⌫---|
ue zlorgent uenirapr èsmei	--⌫|--|---|----|---⌫--|--|
S etmilesonte	-⌫-|---|---||
plus ço crei.	---|--|----|
Pageu01P1 36	---------⌫-|
prisep ar traïson	----|-⌫-|-------|
Iamaisnulior nire ntre ron	-|---|--|--|||--⌫----⌫--|
e smurseespor tau s	-⌫|---||-|---⌫---⌫|
Aplusdem il delor	|---|-|-⌫-|-|--|
Lau ileontpri seesiguarn ie	-|-⌫--|--|---⌫-||-|-----⌫-|
Qu eperdue	--⌫|-----|
lasata uie.	|-||-|---|
Pa rt teidecide liure ment	--⌫-|--|-|-|--⌫-----⌫---|
Sicheuauchecontr e lor	-|--------|-----⌫|--|
M ieuzestqu en contre	-⌫---|--|-|--⌫-----|
lorailleiz	--|------|
Queuos ic ilesatendei z.	--|--|--⌫|--|-------⌫-|
Mo utfues po e ̈nt ezli reis	--⌫-|-|--⌫--⌫-⌫---⌫-|-|---|
Quantiloï queli	----|-|--|--|-|
Aueientsacité	------|-|----|
esmai an e n merueil mie.	-----⌫||-⌫|------|---|
duelae sigrant	---|||-|----|
Nesetquefaire	-|--|--|----|
Bien ueit n enpuetsenzpertealer.	---|---||-|---|---|----|----|
U ngrai le a faitata nt	-⌫|----⌫-||---||--⌫-|
Sagentr estreint enu iron	-|---|-⌫-------|---⌫---|
M aisoncnenpuetse urerconre i	-⌫--|--||-|---|--⌫---|-----⌫|
QuarliGr ezeis nelilaiss oënt	---|-|--⌫----|-|-|-----⌫----|
Pag eu01P137	---⌫-------|
nei entnesespargnoënt	---⌫--|--|-----------|
Deprès loresteientueisin	-|----|--|-------|-----|
Sisfont m orirdem ale	--|---|-⌫---|-|-⌫--|
Li reisdol enz e	-|---|---⌫--||
uaitencontreses enemis	---|-------|--|-----|
D ireet dangoisseuueil le	|--|-||-------|-----⌫-|
Lichietleue auallementon	-|----||--||--|-|-----|
Sa perte ueitesondam a ge	-|----|---||--|---⌫-⌫-|
Porpoi que	--|--|--|
tozuisn enen r age.	--|--||-|--⌫-⌫---|
Teusmilenu ei tuers	---|--|-|-⌫--⌫|---|
Qui ma intenantlirontferir	--|--⌫-------||----|----|
mai ses t reenautre sen	---⌫|--⌫-⌫-|-|----|--|
D èsor i perd rontTro ïen .	-⌫--|-||----⌫---|---⌫----⌫|
N estoreC astorePol lus	-⌫----||-⌫----||---⌫--|
Le sasail len tnepueentplus.	--⌫|-----⌫---⌫|-|-----|----|
DanzHerc u lèses a maisniee	---|----⌫-⌫---||-⌫|-------|
Que mou t fu gentapare illiee	--|---⌫|-|---|-----⌫-----|
Les ont d euantsiaprochiez	--|--|-⌫----|-|--------|
Pageu0 1P1 38	------⌫---⌫-|
Milconfanon si a baissi ez.	--|--------⌫|||------⌫--|
Dep lain eslais	-|-⌫---|-----|
Moutenociënt en	---|-|------|-|
Cil furent	--|-----|
las ci st furentfreis	--|--⌫-|-----|----|
Enclos l esorent li	-----|-⌫-|----|-|
Derierles fierentedeua n t	-----|--|------||----⌫-⌫|
Mouten ociëntmai ntenant.	---|-|------|---⌫-------|
o ïsseizgranz criëes	-⌫------|----|------|
Egr anzretenteïzdespees.	|--⌫--|---------||------|
Sorun cheualsistH erculès	--|-|-----|---|-⌫-------|
Esi n or ra parle r	|-||--⌫-|-----⌫|
de t e ln e desonper	-|-⌫-⌫|-⌫|-|--|--|
Prouos e n	--|--|-⌫|
porreit omconte r	------|-|-----⌫|
Mai sa pei n es creüs e reit	---⌫||---⌫-⌫-|----|-⌫-⌫---|
f unez nequ il	-⌫|--|-|-|-|
ua l ei t.	--⌫-⌫--⌫-|
Ir iezlebra ntd acie r nu t rait	--⌫--|-|---⌫-||----⌫|-|-⌫---|
Se mbatespre ssessi	|-⌫---|-|---⌫---|-|
Fierte chaple	----||-----|
Totdetrenc hequantquilatein t	--|-------⌫-|----|-|-|-----⌫|
Dou smeitie zfaitd un	---⌫|------⌫|---||-|
cheualier.	---------|
P ag eu01P 139	-⌫--⌫-----⌫--|
Si gr a n zco usfi ert	-|--⌫-⌫-⌫|--⌫-|--⌫--|
del brantdac ier	--|----||--⌫--|
Ento rluim uerent e	----⌫|--|-⌫-----||
f enissent	-⌫-------|
Totelaplace l igue rpissent.	---|-|----|-⌫|---⌫--------|
uenutan ta	---|---⌫||
Laomedona encontre ́.	-------||--------⌫-|
Ilnelalaplus loin g querant	-|-||--|---|----⌫|------|
Si gra n tliadone ́ delb rant	-|---⌫-⌫|-||----⌫|--|-⌫---|
Que latesteliatranchiee	--|-|----|-||--------|
ueiantlemieuz desa mai sniee.	-----|-|----|-|-|---⌫-----|
uirent mortlor	-----|---|--|
Oncpuisnepristren tdeusretor	--|---|-|--------⌫||--|----|
Chascunsde	-------|-|
s eig uari r se peine	-⌫-|-⌫----⌫|-|----|
Dèsquilfurent senzcheuetaine	---|-|-|-----|---|---------|
Lechampguerpissent ma intenant	-|----|----------|--⌫-------|
uer s l auile s enu ont	---⌫|-⌫|---||-|-⌫--|
Mais deuant lorso ntli Greze is	---|-----|--|--⌫-|-|-----⌫-|
Qu i lesabatent treise	--⌫|--|------|----||
direieA grant dol or	-----||----|---⌫-|
F urent morte	-⌫----|---||
destruit lei or	-------|-|-⌫-|
Laomedonifu ocis	-------||-|---|
Poies chapadesautresuis.	--|--⌫----|--|-----|---|
Quantpart ie ful amesl ee	----|----⌫-|-|-⌫|----⌫-|
Pageu01P140	----------|
bataillefufinee	-------|-|----|
citétres tuitentrerent	----|----⌫---|--------|
O nquescontreditnitrouere nt.	-⌫----|--------|||-------⌫--|
D efemmese d	-⌫|-----|||
enfanzpetiz	-----|----|
granzl i plo reïz	----|-⌫|---⌫----|
E stemplesas deussen fuieient	-⌫|------|-|---||-|-------|
Quara illor sgua rirnesaueient.	---|-⌫-----⌫|---⌫--|-|--------|
Maintedamemainte puce le	-----|---|-----|----⌫-|
Mainte borgeise riche	-----|-------|----|
foïrpar les r ues	----|--|--|-⌫--|
Pao r oses e	---⌫-⌫---||
espe rdues	----⌫----|
Enlorbraz porte nt	-|--|---|-----⌫-|
lor enfanz.	--|------|
T ant pari	-⌫--|--||
esteit lid u eus granz	-----|-|-⌫-⌫--|----|
Onquesnef uennulli e u	-----|-|-⌫|-|--|--⌫-⌫|
N e nus n eluos saureitretr aire.	-⌫|--|-⌫-|--|------|----⌫----|
T otes o ntles mai sonsguerpie s	-⌫---|-⌫-|--|---⌫---|-------⌫|
Plei nesderi ch esm ananties	----⌫--|-|--⌫--⌫-|-⌫-------|
Mout entrouerentliGrezeis.	---|-|--------|-|-------|
Bieniesturentplu s dunmeis	---||-------|---⌫||-|---|
Maintric heaueir maintbon tresor	----|---⌫-|----|----|--|-----|
De pailes ed argented or	-|-----|||-----|||-|
