Stephanus,δ̄i	Stephanus , δ̄i
h̃ntnaturalr̃	h̃nt naturalr̃
quelegissuntfaciunthi᷒	que legis sunt fa ciunt hi᷒
legemnõhabentesipisibisuntlexqui	legem nõ habentes ipi sibi sunt lex qui
ostendũtopuslegisscriptũincordibsuisEcce	ostendũt opus legis scriptũ in cordib  suis Ecce
illisReddenteꝯscĩa	illis Reddente ꝯscĩa
etiãdeffẽdenciũeccetercium	etiã deffẽ denciũ ecce tercium
queqͥdemdebẽt	que qͥdem debẽt
inungietigneillustrarinõsolumferendesuntpacienter	inungi et igne illustrari  nõ solum ferende sunt pacienter
setiãlibent̃q̃dꝑunctionẽetardenter	s  etiã libent̃ q̃d ꝑ unctionẽ et ar denter
perignemUñB᷒Quiminaturterrorecrucemxp̃iportat	per ignem Uñ B᷒ Qui minatur terrore crucem xp̃i portat
pacient̃quiꝑficitĩspeportat	pacient̃ qui ꝑficit ĩ spe portat
libent̃s	libent̃ s 
quiꝯsumaturinkaritateamplectituriamardenterb̃multi	qui ꝯsumatur in karitate amplectitur iam ar denter b̃ multi
ueretemplũadhonoremdeidedicatumerit	uere templũ ad honorem dei de dicatum erit
Dignusplaneĩquoxp̃sh̃itetꝑgr̃amut	Dignus plane ĩ quo xp̃s h̃itet ꝑ gr̃am ut
tand̃in	tand̃ in
ipenobisprestaredignet᷑	ipe nobis prestare dignet᷑
Quiuiuit	Qui uiuit
etregnatdeusperom̃iascl̃a	et regnat deus per om̃ia scl̃a
scl̃oꝝameNHicliberscriptusfuitapud	scl̃oꝝ ameN Hic liber scriptus fuit apud
cysterciumAnnodominimillesimoCCCͦIIIIͦdecimokalẽ	cystercium Anno domini mil lesimo CCCͦ IIIIͦ decimo kalẽ
dasmarciiExpliciuntlegende	das marcii Expliciunt legende
faciatd̃satq	faciat d̃s atq
beatumEtsibipͥmatumtribuatdeleatin	 beatum Et sibi pͥmatum tribuat deleat in
reatumamẽScriberequi	reatum amẽ Scribere qui
fecithunclibrum	fecit hunc librum
celistradatmanibmichaelisAMENutrũtaliaob̃aꝯ	celis tradat manib  michaelis AMEN utrũ talia ob̃a ꝯ
c̃ꝯstãciistalibbsͨsintd̃isa	c̃ꝯstãciis talibb  sͨ sint d̃isa
s.ꝙaliqͥssic	s . ꝙ aliqͥs sic
bonũnõfac̃etꝯtemplacõneminorisboniul̃	bonũ nõ fac̃et ꝯtemplacõne minoris boni ul̃
malissolũcõtẽplatõnemaiorisputaꝓuitãdo	mali s  solũ cõ tẽplatõne maioris puta ꝓ uitãdo
dãpnoXIId̃nõiretadeccamsꝓ	dãpno XII d̃ nõ iret ad eccam s  ꝓ
uitãdaunaũb̃atõneĩcapitl̃obñiretali᷒aut̃sic	uitãda una ũb̃atõne ĩ capitl̃o bñ iret ali᷒ aut̃ sic
estdispoĩt᷒ꝙtl̃ebonũ	est dispoĩt᷒ ꝙ tl̃e bonũ
opusnõfac̃etꝯtẽplatõnemaiorisboniul̃mali	opus nõ fac̃et ꝯtẽplatõne maioris boni ul̃ mali
ssolũminorisputaꝓuitãdaunaũb̃atõe	s  solũ mi noris puta ꝓ uitãda una ũb̃atõe
ĩcapl̃onõiretsꝓuitãdodãpno	ĩ capl̃o nõ iret s  ꝓ uitãdo dãpno
amusionisXIId̃	amusionis XII d̃
bñiretlñsine	bñ iret l  ñ sine
alt̃oilloꝝnã	alt̃o illoꝝ nã
sic̃ob̃aapuddiũsossic	sic̃ ob̃a apud diũsos sic
h̃ntdiũsasc̃ꝯstãciasitaꝙ	h̃nt diũsas c̃ꝯstãcias ita ꝙ
iͤh̃tob̃mꝯtalic̃ꝯstanciaille	iͤ h̃t ob̃m ꝯ tali c̃ꝯstancia ille
ueroaliatũcfacilr̃	uero alia tũc facilr̃
utͦbiqsĩttõisdeb̃et	utͦbiq  sĩt tõis deb̃et
gͣuit̃pcc̃atcui᷒uolũtastẽtõneuiliorisfinisĩclinat	gͣuit̃ pcc̃at cui᷒ uolũtas tẽtõne uilioris finis ĩclinat
pcc̃andũitam᷒ũtuoseaqͥ	pcc̃andũ ita  m᷒ ũtuose a qͥ
exmi᷒bonofineĩclinat᷑afaciẽdũsi·H	ex mi᷒ bono fine ĩclinat᷑ a faciẽdũ si · H
·ut̃qtaliũeq̃lũtarieul̃ĩuolũtarieferaip̃m	· ut̃q  taliũ eq̃ lũtarie ul̃ ĩuolũtarie fera ip̃m
bonũuolitũꝙͣntũadh̃nõur̃dmagisul̃	bonũ uolitũ ꝙͣntũ ad h̃ nõ ur̃d magis ul̃
ali᷒ẜrõmipi᷒uolũtariisꝯtĩgitex	ali᷒ ẜ rõm ipi᷒ uolũtarii s ꝯtĩgit ex
rõnec̃ꝯstãcieaddUñsic̃fortitudoẽũtusnobꝙͣ	rõne c̃ꝯstãcie add Uñ sic̃ fortitudo ẽ ũtus nob ꝙͣ
lib̃alitasauariciapei᷒	lib̃alitas  auaricia pei᷒
uꝙͣtimiditasamareẜrõnũcorꝑisẽ	u ꝙͣ timiditas  amare ẜ rõ nũ corꝑis ẽ
meli᷒ꝙͣamareext̃ioraẜrõmsb̃di	meli᷒ ꝙͣ amare ext̃iora ẜ rõm  sb̃di
ẜappeꝑamorẽĩordinatũbonis	ẜ appe ꝑ amorẽ ĩordinatũ bonis
exbẽpei᷒	ex b  ẽ pei᷒
ẜappetitũANnodñiMͦCCͦNonagͦVͦnõ	ẜ appetitũ  ANno dñi Mͦ CCͦ Nonagͦ Vͦ nõ
fuitcelebratũcapͫ	fuit celebratũ capͫ
gñaleꝓpt̃mortẽueñabilispr̃ismagistri	gñale ꝓpt̃ mortẽ ueñabilis pr̃is ma gistri
ordinisfr̃issteph̃idebisũcioquiobiitĩꝯuẽtulu	ordinis fr̃is steph̃i de bisũcio qui obiit ĩ ꝯuẽtu lu
MͦCCͦNonagͦIIIIͦANnodñiMͦ	Mͦ CCͦ Nonagͦ IIIIͦ ANno dñi Mͦ
CCͦNonagͦVIͦcelebratũ	CCͦ Nonagͦ VIͦ celebratũ
qͦcapͦfuitelc̃usin	qͦ capͦ fuit elc̃us in
magistrũordinisueñabilispaterdñs	magistrũ ordinis ueñabilis pater dñs
pͥorꝓuĩcialislõbardie	pͥor ꝓuĩcialis lõbardie
ANnodñi	ANno dñi
MͦCCͦNonagͦVIIͦcelebratũfuitLXXIIcapͫ	Mͦ CCͦ Nonagͦ VIIͦ celebratũ fuit LXXII capͫ
ꝓuĩcialõbardieANnodñi	ꝓuĩcia lõbardie  ANno dñi
MͦCCCIͦcelebratumfuit	Mͦ CCCIͦ celebra tum fuit
LXXVcapͫ	LXXV capͫ
gñalecolõie	gñale colõie
inꝓuĩciath̃otonieinquocapͦfuit	in ꝓuĩcia th̃otonie in quo capͦ fuit
elc̃usinmagistrũordinisfrat̃B̃nard᷒de	elc̃us in magistrũ ordinis frat̃ B̃nard᷒ de
iuzicodyoc̃uasaceñdeꝓuĩcia	iuzico dyoc̃ uasaceñ de ꝓuĩcia
tholosanaquitũceratpͥorꝓuĩcialisꝓuĩcienõdũdiuiseANno	tholosana qui tũc erat pͥor ꝓuĩcialis ꝓuĩcie nõdũ diuise ANno
dñiMͦCCCIIͦcelebratumfuitLXXVIcapͫgñalebononieĩ	dñi Mͦ CCCIIͦ celebratum fuit LXXVI capͫ gñale bononie ĩ
dictũcapͫĩꝯuẽtu	dictũ capͫ ĩ ꝯuẽtu
treũensiĩꝓuĩciatheutonieXVͦkls̃octobris	treũensi ĩ ꝓuĩcia theutonie XVͦ kls̃ octobris
infestob̃tilamb̃tiANno	in festo b̃ti lamb̃ti ANno
dñiMͦCCCIIIIͦcelebratũfuit	dñi Mͦ CCCIIIIͦ celebratũ fuit
LXXVIIIcapͫ	LXXVIII capͫ
gñaletholosexp̃ianusIlle	gñale tholose xp̃ianus Ille
uerexp̃ianusestqͥom̃ibmĩamfacitqui	uere xp̃ianus est qͥ om̃ib  mĩam facit qui
nullaoĩomouet᷑	nulla oĩo mo uet᷑
ĩiuriaquialienũdolorẽ	ĩiuria qui alienũ dolorẽ
tãqͣmꝓpͥumsentit	tã qͣm ꝓpͥum sentit
cui᷒mensã	cui᷒ mensã
nl̃luspaup̃ignoratquicorãhõib	nl̃lus paup̃ ignorat qui corã hõib 
ingl̃ius	in gl̃ius
habet᷑utcorãdeoange	habet᷑ ut corã deo  ange
sesentenõ	se  sente nõ
patit᷑quimis̃issb̃uenit	patit᷑ qui mis̃is sb̃uenit
egouõĩfirmoraug̃liodeuitaxp̃ͥana	 ego uõ ĩfirmor aug̃ lio de uita xp̃ͥana
m̃imeĩmitat᷑quid	m̃ime ĩmitat᷑ quid
·H·tͥꝓdestuocariꝙnões	· H · tͥ ꝓdest uocari ꝙ nõ es 
nom̃uiuatcruxestatquemrty	nom̃ uiuat crux est atque mrty
magxim᷒ĩs̃natal̃dñiubifidesũitasf	magxim᷒ ĩ s̃ natal̃ dñi ubi fides ũitas f
xp̃saEsuriuit	xp̃s a Esuriuit
quemcausat᷑ontusqui	quem causat᷑ on tus  qui
sp̃ualit̃paniserienciũfonsqsitientiũ	sp̃ualit̃ panis e rienciũ fonsq  sitientiũ
at̃restͥfatigat᷒estquisenob̃	a t̃restͥ fatigat᷒ est qui se nob̃
uiãfecit	uiã fecit
ĩcelũuelu	ĩ celũ uelu
mutuitobsurduit	mutuit  obsurduit
corãciantibꝑquẽ	corã ciantib  ꝑ quẽ
mut᷒locusurd᷒audiuituinct᷒estdeĩfirmitatũuincl̃is	mut᷒ locu  surd᷒ audiuit uinct᷒ est de ĩfirmitatũ uincl̃is
nossolflagellat᷒estquiom̃iflagloꝝdehoĩm	nos sol flagellat᷒ est qui om̃i flag loꝝ de hoĩm
quicruciat᷒nr̃osfimortuu᷒estqͥmortuos	qui cruciat᷒ nr̃os fi mortuu᷒ est qͥ mortuos
suscsresurrexitnũꝙͣmoritu	susc s  resurrexit nũꝙͣ moritu
Acidissealiquẽĩmocredũtpectorabrachia	Acidisse aliquẽ ĩmo credũt pectora brachia
⁊uultũipugen᷒cibi	⁊ uultũ ipu gen᷒ cibi
ꝗddic̃etpictaul̃quonõfugeretsiuidẽt	ꝗd dic̃et picta ul̃ quo nõ fugeret si uidẽt
hecmõstraquiabstinuit	hec mõstra qui abstinuit
uentriom̃elegum̃qiͣ	uentri om̃e legum̃ qiͣ
dicatagorascredebatessemagnũnephasnocomed̃e	dica tagoras credebat esse magnũ nephas no  comed̃e
hoĩegiptiised	hoĩ egiptii sed
manducareaĩalia⁊õialeguminaꝙforti᷒ẽ	manducare aĩalia ⁊ õia legumina ꝙ forti᷒ ẽ
ĩiinger̃e	ĩ i inger̃e
retardabatfinitolibro	retardabat finito libro
liberquisenatori᷒uocat᷑fuitscͥpt᷒ꝑ	liber qui senatori᷒ uocat᷑ fuit scͥpt᷒ ꝑ
menicolaũolimdeꝑannodñimillͦcccͦ	me nicolaũ olim de ꝑ anno dñi millͦ cccͦ
viiͦindictiõevͣtp̃redñiclem̃tis	viiͦ indictiõe vͣ tp̃re dñi clem̃tis
pannoei᷒ẜo	p anno ei᷒ ẜo
mẽsisalisdiexixͣ⁊	mẽsis a  lis die xixͣ ⁊
fuitꝯpilat᷒quoadlectinobilẽ⁊	fuit ꝯpilat᷒ quo ad lecti nobilẽ ⁊
illustrẽuirũdñmGentilẽdefiliisursi	illustrẽ uirũ dñm Gentilẽ de filiis ursi
Sicutestinoꝑibmechanicisitaestinoꝑibus	Sicut est in oꝑib  mechanicis ita est in oꝑibus
tismechãicedebetaͥcubiꝓficisciinstruitaͥꝙͤdearte	tis mechãice debet aͥcubi ꝓficisci instruit aͥꝙͤ de ar te
suapͤcipueetinforͣtcuicõmittit	sua pͤcipue et inforͣt cui cõmittit
officiũsuũpostrecessũsuũ	officiũ suũ post recessũ suũ
exeꝙͤdumSicfecitdñsih̃sxp̃sipe	exeꝙͤdum Sic fecit dñs ih̃s xp̃s ipe
·H·quierat	· H · qui erat
inhocmũdorectoret	in hoc mũdo rector et
pastorouiũtociusgͤgiseccͤrecessurusamũdo	pastor ouiũ tocius gͤgis eccͤ recessurus a mũdo
etascensurusincelũ	et ascensurus in celũ
locosuiinstituitad	loco sui in stituit ad
regim̃suigregisb̃tmapl̃msuũpetr̃etde	regim̃ sui gregis b̃tm apl̃m suũ petr̃ et de
modoregisinforͣuitdicenspasce	modo regis inforͣuit dicens pasce
ouesmeas	oues meas
inquibũbistͥanoͣntur	in quib  ũbis tͥa noͣntur
pͥm̃estauctoͣspͤlatipͤsidentispascescd̃mestcondc̃opp̃	pͥm̃ est auctoͣs pͤlati pͤsidentis pasce scd̃m est condc̃o pp̃
obedientisouest̃ciũestaffc̃oxͥꝯmͭtentis	obedientis oues t̃ciũ est affc̃o xͥ ꝯ mͭtentis
ineasobligaciopͤsidentisestinsubuẽiendocũsollicitudĩe	in eas obligacio pͤsidentis est in subuẽiendo cũ sollicitudĩe
Condc̃opp̃estin	Condc̃o pp̃ est in
obediendocũmansuetudineaffc̃ocõmͭtentisestin	obediendo cũ mansuetudine affc̃o cõmͭtentis est in
cõmendandocũten͛itudĩePͥm̃gͦquodnoͣturinũbis	cõmendando cũ ten͛itudĩe Pͥm̃ gͦ quod noͣtur in ũbis
ꝓpoĩtisestobligaciopͤlatipͤsidentis	ꝓpoĩtis est obligacio pͤlati pͤsidentis
queconsistitinsubuẽiendocũsollicitudĩe	que consistit in subuẽiendo cũ sollicitudĩe
hoc·H·obligant᷑	hoc · H · obligant᷑
pͤsidentesetpͤlatiutgͤgemsͥcõmissũ	pͤsidentes et pͤlati ut gͤgem sͥ cõ missũ
sollicitepascantnõ	sollicite pascant nõ
hocpͭexpõiquoddr̃dIͣ	hoc pͭ expõi quod dr̃d Iͣ
pe.Vpascite	pe . V pascite
quiinuobisestgͤgemcõmissũs	qui in uobis est gͤgem cõmissũ s
.pͣcõnisũbout	. pͣcõnis ũbo ut
indilectionedeietcogͥtionesuiꝓficiatcõũsacionisexo	in dilectione dei et cogͥtione sui ꝓficiat cõũsacionis exo
negͤgeminuiamoꝝerrare	ne gͤgem in uia moꝝ errare
uitamiusticõꝑatluce.ꝓu͛biisiiiiiustoꝝsemita	uitam iusti cõꝑat luce . ꝓu͛ biis iiii iustoꝝ semita
q.luxsplendẽsprocedit	q . lux splendẽs procedit
diemluxaũdiei	diem lux aũ diei
ueldecͤscitnõꝙͣineod̃statuꝑmanetSicestde	uel decͤscit nõꝙͣ in eod̃ statu ꝑmanet Sic est de
uitaiustisemꝑ·H·cͤsc̃ueldecͤscitin	uita iusti semꝑ · H · cͤsc̃ uel decͤscit in
Bernardusinuiadeinõꝓgͤdiregͤdiestet	Ber nardus in uia dei nõ ꝓgͤdi regͤdi est et
idcircoapl̃usinũbis	idcirco apl̃us in ũbis
ꝓpoĩtisnonhortaturadꝓficiendũinuiamoꝝ	ꝓpoĩtis non hortatur ad ꝓficiendũ in uia moꝝ
pͦnoshortatur	pͦ nos hortatur
apl̃usadꝓfectumcontinuũambulatescd̃o	apl̃us ad ꝓfectum continuũ ambulate scd̃o
subditmodũꝯgruũ	sub dit modũ ꝯgruũ
etxᷤdilexitnosPrimogͥnoshortaturapl̃us	et xᷤ dilexit nos Primo gͥ nos hortatur apl̃us
adꝑfc̃m	ad ꝑfc̃m
continuũcũdiciturambulate	continuũ cũ dicitur ambulate
nõpedibuscorporissedoꝑibusuirtutisꝑ	nõ pedibus corporis sed oꝑibus uirtutis ꝑ
ficiendos.deuirtutein	ficiendo s . de uirtute in
uirtutemnõiacendocũuoluptuosisꝑcarnalemcõcupĩam	uirtutem nõ iacendo cũ uoluptuosis ꝑ carnalem cõcupĩam
nõsedendocũinsidiosisꝑintentionis	nõ sedendo cũ insidiosis ꝑ intentionis
malitiamnõstãdocũaccidiosisperignauiametpigͥtiam	malitiam nõ stãdo cũ accidi osis per ignauiam et pigͥtiam
nõequitandocũpõposisetambitiosis	nõ equitando cũ põpo sis et ambitiosis
etsuꝑbiamsed	et suꝑbiam sed
ambulãdocũlaboriosisetfestinantibusadpr̃iamdeisto	ambulã do cũ laboriosis et festinantibus ad pr̃iam de isto
ꝑfc̃ũambul̃onisdr̃dMicheeVIiudicabotͥ	ꝑ fc̃ũ ambul̃onis dr̃d Michee VI iudicabo tͥ
ohomogeliiSecundu	o homo gelii Secundu
Matheumix	Matheum ix
INillotp̃reAngl̃sdñi	IN illo tp̃re Angl̃s dñi
apparuitinsõnisiosephdicẽsSurge	apparuit in sõnis ioseph dicẽs Surge
accipepuerũetmatrẽeius	 accipe puerũ et matrẽ eius
rel̃homelialectiõis	rel̃ homelia lectiõis
eiusdeminxpmamariũfidmẽe	eiusdem in xp ma mari ũ fid mẽ e
ꝑproreddramꝑegͥnusꝑficiopericl̃mperiuriũperseũanͣ	ꝑ pro redd ram ꝑegͥnus ꝑficio pericl̃m periuriũ perseũanͣ
petr᷒martirpietaspigricia	petr᷒ martir pietas pigricia
positusscienciasermoserpenss̃uiciũ	positus  sciencia sermo serpens s̃uiciũ
seũitassignũsilenciũsiluest̃simiasymonmag᷒symon	seũitas signũ silenciũ siluest̃ simia symon mag᷒ symon
sitissobrietassompn᷒sortilegiũspectacl̃msolitudosoluciosponsaliastatusFinis	sitis sobrietas sompn᷒ sortilegiũ spectacl̃m solitudo solucio sponsalia status Finis
huicueniteccenũcuenithi᷒alphabetifinisilli	huic uenit  ecce nũc uenit hi᷒ alphabeti finis illi
gr̃asqui÷alpha	gr̃as qui ÷ al pha
opͥncipiũfinisꝘqͥhũclibꝝlecturi	 o pͥncipiũ  finis Ꝙ qͥ hũc libꝝ lecturi
suntoraredeuote	sunt orare deuote
goꝯtinet᷑eoꝝ	go ꝯtinet᷑ eoꝝ
oracõibadiutusfinẽlegatũꝯsequi	o racõib  adiutus finẽ legatũ ꝯsequi
m̃eat᷑Ꝙipepr̃aredignetursc̃a	m̃eat᷑ Ꝙ ipe pr̃a re dignetur sc̃a
trinitasun᷒de᷒sñfinebenedc̃usinscl̃ascl̃oꝝ	trinitas un᷒ de᷒ sñ fine benedc̃us in scl̃a scl̃oꝝ
amenAnnodñimͦcccmoviiiFRatrẽGuill̃mpetri	amen Anno dñi mͦ cccmo viii FRatrẽ Guill̃m petri
degodinobaioneñ	de godino baioneñ
magr̃mĩtheologiaꝑisĩ	magr̃m ĩ theologia ꝑisĩ
assũpsitinpresbiteriumcardinalẽtitulisc̃e	assũpsit in presbiterium cardinalẽ tituli sc̃e
cecilieidemdñsclemensppͣv᷒	cecilie idem dñs clemens ppͣ v᷒
sabb̃oinieiuniisiiiiortp̃oꝝinaduẽtuxͦ	sabb̃o in ieiuniis iiiior tp̃oꝝ in aduẽtu xͦ
xiiͦpõtificatsuiannoviiiͦErat	xiiͦ põtificat  sui anno viiiͦ Erat
ãttc̃l̃ctorsacripalaciiuͥlegerat	ãt tc̃ l̃ctor sacri palacii uͥ legerat
iãviannisfueratqpͥorꝓuĩcial̃ĩꝓuinciaꝓuĩcie	iã vi annis fueratq  pͥor ꝓuĩcial̃ ĩ ꝓuincia ꝓuĩcie
p᷒modũfec̃ep̃m	p᷒modũ fec̃ ep̃m
cardinalẽ	car dinalẽ
sabinẽcẽdñsioh̃espapa	sabinẽcẽ dñs ioh̃es papa
d̃tholosesuis	d̃ tholose suis
sũptibetexpẽcis	sũptib  et expẽcis
Ratrẽmatheũdeurssinisdec̃itateromanamagr̃m	Ratrẽ matheũ de urssinis de c̃itate romana magr̃m
ĩtheulogia	ĩ theulogia
ꝑisĩdecuiospicioañlongefuerãtassũptia	ꝑisĩ de cui  ospicio añ longe fuerãt assũpti a
qͥdampapeeteciãinperatoresnͨ	qͥdam pape et eciã inperatores nͨ
nõetplurescardinalesassũp	nõ et plures cardinales assũp
sitinpresbiteꝝcardinalemtͥtͥsc̃oꝝioh̃iset	sit in presbiteꝝ cardinalem tͥtͥ sc̃oꝝ ioh̃is et
paulidñsioh̃es	pauli dñs ioh̃es
papainieiuniisiiiior	papa in ieiuniis iiiior
tẽpoꝝaduẽtusxiiiiͦkl̃ianuariiannodñimͦ	tẽpoꝝ aduẽtus xiiiiͦ kl̃ ianuarii anno dñi mͦ
cccͦxxͦviiͦistefuitin	cccͦ xxͦ viiͦ iste fuit in
viicapogñaliburdegal̃celebrato	vii capo gñali burdegal̃ celebrato
annodñimͦcccͦxxͦiiiiͦerateĩ	anno dñi mͦ cccͦ xxͦ iiiiͦ erat eĩ
pͥorꝓuĩcial̃romaneꝓuĩciein	pͥor ꝓuĩcial̃ romane ꝓuĩcie in
Fr̃emGeraldũdedomaroBriueñord̃fr̃mdicaꝝ	 Fr̃em Geraldũ de domaro Briueñ ord̃ fr̃m  dicaꝝ
magr̃mĩtheologia	magr̃m ĩ theologia
ꝑisĩassũpsitĩbr̃mcard̃tͥtͥ	ꝑisĩ assũpsit ĩ  br̃m card̃ tͥtͥ
sc̃esabinedñsclemenspapavi᷒	sc̃e sabine dñs clemens papa vi᷒
sasab̃toĩieiuniisiiiiorfest̃exaltacõissc̃e	sa sab̃to ĩ ieiuniis iiiior fest̃ exaltacõis sc̃e
cruciscũuomitucipueinegͥtudinib	crucis cũ uomitu  cipue in egͥtudinib 
acutisethoriscrisis	acutis et horis crisis
Etqñest	Et qñ  est
cũcõitateñuoꝝuenientiũad	cũ cõitate ñuoꝝ uenientiũ ad
eaac̃ebronuchacũ	ea a c̃ebro  nucha cũ
ꝯũitatequãc̃ebꝝh̃tcũeis	ꝯũitate quã c̃ebꝝ h̃t cũ eis
Fennouadedispositionibusgutturiscuiusest	Fen noua de dispositio nibus gutturis cuius est
unustractatuscõ	unus tractatus cõ
CapitulũprimũestdeanathomiagutturiᷤPErgutturintelligim᷒	Capitulũ primũ est de anathomia gutturiᷤ PEr guttur intelligim᷒
spatiũĩquosuntmeat᷒hanelit᷒etcibiEtde	spatiũ ĩ quo sunt meat᷒ hanelit᷒ et cibi Et de
eosuntadditõqueestunaEtamigdale	eo sunt additõ que est una Et amigdale
Etgalsamathi	Et galsamathi
Ettuquid̃iamsciuistianathomiãmeryetanͣm	Et tu quid̃ iam sci uisti anathomiã mery et anͣm
epyglotisUnauõestsub̃iacarnosapendenssupra	epyglotis Una uõ est sub̃ia carnosa pendens supra
supremãꝑtẽ	supremã ꝑ tẽ
Eteiusquid̃	Et eius quid̃
iuuam̃tũestgͣdatõaerisutnon	iuuam̃tũ est gͣdatõ aeris ut non
ꝑcutiatsuofrigorepl̃monemsubito	ꝑcutiat suo frigore pl̃mo nem subito
Etꝓh̃eatpulũemfumũEtutsitꝑcutiens	Et ꝓh̃eat pulũem  fumũ Et ut sit ꝑcutiens
confortet᷑etmagnificetur	confortet᷑ et magnifi cetur
qiͣipasitportacustodienssuꝑ	qiͣ ipa sit porta custodiens suꝑ
exitũuocisqͣntitatesuaEtp̃p	exitũ uocis qͣntitate sua Et p̃p
hocuocetei᷒incisiouocietꝑatpl̃monẽad	hoc uocet ei᷒ incisio uoci et  ꝑat pl̃monẽ ad
recipiendũfrig᷒et	recipiendũ frig᷒ et
nocum̃tũei᷒ettussimabeoDueuõamigdalesunt	nocum̃tũ ei᷒ et tussim ab eo Due uõ amigdale sunt
duecarnesnateinradicelinguetendentesad	due car nes nate in radice lingue tendentes ad
suꝑioraacdubiumnonestIdemqͣre	suꝑiora ac dubium non est Idem qͣre
diedominicosac̃dotũ	die do minico sac̃dotũ
ordinacõescele	ordinacões cele
brant᷑QUodindiedñicoordinacionessac̃dotũ	brant᷑ QUod in die dñico or dinaciones sac̃dotũ
ep̃oꝝcelebrãturnõtm̃ex	ep̃oꝝ celebrã tur nõ tm̃ ex
scripturaact᷒xiii	scriptura act᷒ xiii
ũsuspͥnmãifestanteq̃dcũapl̃ipaulũ	ũsus pͥn mãifestante q̃d cũ apl̃i paulũ 
ieiunantesorantesimposũunteis	ieiunantes  orantes impo sũunt eis
manusutintl̃ligamusqͣntadanciũaccipienciũ	manus ut intl̃ligamus qͣnta  danciũ  accipienciũ
deuocionecurand̃sitnetantebñdc̃onis	deuoci one curand̃ sit ne tante bñdc̃onis
sacr̃mneggligent̃uideat᷑imple	sacr̃m neggligent̃ uideat᷑ imple
tũiõpielaudabl̃rapl̃icismorẽgesẜisinstitutis	tũ  iõ pie  laudabl̃r apl̃icis morẽ gesẜis institutis
sihͣncordinãdorũsac̃doctũforͣm	si hͣnc ordinãdo rũ sac̃do c tũ forͣm
ꝑeccl̃ias	ꝑ eccl̃ias
quibusdñsesseteuoluit̃ipeẜuaũis	quibus dñs  esse te uoluit  ̃ ipe ẜuaũis
iciiacmedianeebdomade	icii ac mediane ebdomade 
sabb̃iieiuniocircauesꝑasip̃as	sabb̃i ieiunio circa uesꝑas ip̃as
ordĩacõesnoũitiscelebͣndasNeccuiuslibutilitatisc̃a	ordĩacões noũitis celebͣndas Nec cuiuslib  uti litatis c̃a
fũintordinatidist̃lxxviQUibtp̃rib	fũint ordinati dist̃ lxxvi QUib  tp̃rib
ep̃oquibtp̃ribieiunia	ep̃o quib  tp̃rib  ieiuni a
celebrenturIEiuniũq̃dteriap̃	celebren tur IEiuniũ q̃d ter i ap̃
nosinannocelebraredidicistisꝯuẽiencius	nos in anno celebrare di dicistis ꝯuẽiencius
nob̃nũcꝑqͣtuortemꝑaf̃idec̃nim᷒	nob̃ nũc ꝑ qͣ tuor temꝑa f̃i dec̃nim᷒
utsic̃annus	ut sic̃ annus
ꝑqͣtuoruoluit̃tpr̃sicnosqͣternũ	ꝑ qͣtuor uoluit̃ tpr̃ sic  nos qͣternũ
sollempneagam᷒	sollempne agam᷒
ieiuniũꝑ	ieiuniũ ꝑ
qͣtuorãnitpr̃	qͣtuor ãni tpr̃
Itemexcon.magociẽsi	Item ex con . magociẽsi
deeodẽConstituim᷒utqͣtuortpr̃anniabõib	de eodẽ Constituim᷒ ut qͣtuor tpr̃ anni ab õib
hom̃ibꝯIn	 hom̃ib  ꝯ In
ꝑindeac	 ꝑinde ac
siimpleta	si impleta
fuissIDemQuod	fuiss  IDem Quod
alicuisuononlicet	alicui suo non licet
noĩenecalienolicebitIDemPotestquisper	noĩe nec alieno licebit IDem Potest quis per
aliumquodpotest	alium quod po test
fac̃eꝑseip̃mIDemInmalispromissisfidem	fac̃e ꝑ se ip̃m IDem In malis promissis fidem
nõexpeditobẜuariIDemInalt̃natiuisdebitorisẽ	nõ expedit obẜuari IDem In alt̃natiuis debitoris ẽ
electõet	electõ et
.i.ꝯpleteretractarinõdebetlicet	. i . ꝯplete retractari nõ debet licet
casusposteaeueniatexactumit̃mexigatur	casus postea eueniat exactum it̃m exigatur
IDemCUmquidunauianõprohibetur	IDem CUm quid una uia nõ prohibe tur
alicuiadidalianõdadmittiIDemContractus	alicui ad id alia nõ d  admitti IDem Contractus
exconuẽtõne	ex conuẽ tõne
legemacciꝑedinoscũt᷑IDeDanpnũquodquis	legem acciꝑe dinoscũt᷑ IDe  Danpnũ quod quis
ĩputariIDe	ĩputari IDe 
InfamibportenõpateãtdignitumIDem	Infamib  porte nõ pateãt dignitum IDem
isꝯmͭtit	is ꝯmͭ tit
inlegemquilegisuerba	in legem qui legis uerba
